#Operon 	Genes in Operon
428 	[('384438015', 3107460, 3107840, '-', 'sll0668'), ('384438016', 3107853, 3108512, '-', 'sll0667'), ('384438017', 3108550, 3108969, '-', 'sll0666')]
429 	[('384438024', 3114389, 3114790, '-', 'sll0662'), ('384438025', 3114790, 3115176, '-', 'ycf35')]
430 	[('384438030', 3118425, 3119993, '-', 'sll0659'), ('384438031', 3120010, 3120504, '-', 'sll0658'), ('384438032', 3120501, 3120770, '-', 'ssl1255'), ('384438033', 3120789, 3121886, '-', 'mraY')]
431 	[('384438036', 3125128, 3126159, '-', 'sll0744'), ('384438037', 3126181, 3126663, '-', 'sll0743'), ('384438038', 3126681, 3127130, '-', 'sll0742')]
432 	[('384438040', 3131394, 3132101, '-', 'sll0740'), ('384438041', 3132108, 3133955, '-', 'sll0739'), ('384438042', 3134002, 3134814, '-', 'modA'), ('384438043', 3134836, 3137421, '-', 'sll0737')]
433 	[('384438049', 3142513, 3142998, '-', 'sll0044'), ('384438050', 3143030, 3147238, '-', 'sll0043'), ('384438051', 3147255, 3147746, '-', 'tar'), ('384438052', 3147792, 3150794, '-', 'pixJ1')]
434 	[('384438077', 3181132, 3181824, '+', 'chlM'), ('384438078', 3181831, 3182613, '+', 'panB')]
435 	[('384438083', 3188746, 3189585, '+', 'slr0530'), ('384438084', 3189585, 3190481, '+', 'slr0531')]
436 	[('384438094', 3202811, 3203560, '-', 'sll0506'), ('384438095', 3203557, 3204468, '-', 'sll0505'), ('384438096', 3204511, 3205920, '-', 'lysA')]
437 	[('384438097', 3206089, 3207513, '-', 'sll0503'), ('384438098', 3207515, 3209269, '-', 'argS')]
438 	[('384438105', 3217496, 3217948, '-', 'sll0498'), ('384438106', 3217975, 3218802, '-', 'sll0497')]
439 	[('384438108', 3220068, 3221252, '-', 'sll0496'), ('384438109', 3221293, 3222681, '-', 'asnS')]
440 	[('384438111', 3224445, 3225131, '-', 'sll0493'), ('384438112', 3225157, 3226083, '-', 'argF')]
441 	[('384438117', 3229780, 3230367, '+', 'slr0929'), ('384438118', 3230386, 3231696, '+', 'slr0930'), ('384438119', 3231719, 3231997, '+', 'ssr1558')]
442 	[('384438120', 3231994, 3232626, '-', 'hisG'), ('384438121', 3232633, 3234003, '-', 'glmU')]
443 	[('384438123', 3234563, 3235672, '-', 'sll0898'), ('384438124', 3235691, 3235945, '-', 'ssl1707'), ('384438125', 3235942, 3237075, '-', 'dnaJ')]
444 	[('384438126', 3237182, 3237685, '-', 'ruvC'), ('384438127', 3237690, 3238565, '-', 'cysQ')]
445 	[('384438129', 3239906, 3241531, '-', 'amt3'), ('384438130', 3241528, 3242598, '-', 'sll0536')]
446 	[('384438131', 3242896, 3244233, '-', 'clpX'), ('384438132', 3244238, 3244843, '-', 'clpP2')]
447 	[('384438143', 3260880, 3261275, '-', 'sll0525'), ('384438144', 3261287, 3261565, '-', 'ssl1004')]
448 	[('384438152', 3270515, 3270994, '+', 'slr1419'), ('384438153', 3270981, 3272258, '+', 'slr1420')]
449 	[('384438155', 3273362, 3274123, '-', 'sll1344'), ('384438156', 3274130, 3276739, '-', 'ape2')]
450 	[('384438159', 3279795, 3280748, '+', 'murB'), ('384438160', 3280770, 3281123, '+', 'slr1425')]
451 	[('384438175', 3297142, 3298200, '+', 'sbpA'), ('384438176', 3298237, 3298530, '+', 'ssr2439'), ('384438177', 3298532, 3299392, '+', 'cysT'), ('384438178', 3299379, 3300209, '+', 'cysW')]
452 	[('384438197', 3329097, 3329858, '+', 'slr0654'), ('384438198', 3329861, 3330403, '+', 'slr0655'), ('384438199', 3330441, 3331637, '+', 'slr0656')]
453 	[('384438208', 3343843, 3344631, '-', 'sll0623'), ('384438209', 3344677, 3345633, '-', 'nadA')]
454 	[('384438211', 3346757, 3347017, '+', 'ssr1114'), ('384438212', 3347007, 3347369, '+', 'slr0664')]
455 	[('384438215', 3351498, 3352019, '+', 'slr0667'), ('384438216', 3352012, 3352548, '+', 'slr0668')]
456 	[('384438225', 3368515, 3368844, '+', 'grxC'), ('384438226', 3368875, 3369762, '+', 'slr1563')]
457 	[('384438228', 3370968, 3371309, '+', 'slr1565'), ('384438229', 3371318, 3372505, '+', 'slr1566')]
458 	[('384438233', 3377063, 3377902, '-', 'sll1489'), ('384438234', 3377918, 3378583, '-', 'sll1488')]
459 	[('384438235', 3378946, 3379605, '+', 'slr1570'), ('384438236', 3379625, 3380305, '+', 'slr1571')]
460 	[('384438241', 3384458, 3384778, '+', 'slr1576'), ('384438242', 3384821, 3385309, '+', 'slr1577')]
461 	[('384438244', 3387510, 3388307, '-', 'sll1486'), ('384438245', 3388211, 3388699, '-', 'sll1485')]
462 	[('384438248', 3391118, 3392269, '-', 'sll1482'), ('384438249', 3392311, 3393666, '-', 'sll1481')]
463 	[('384438250', 3393770, 3394534, '-', 'pgl'), ('384438251', 3394579, 3397077, '-', 'sll1477')]
464 	[('384438254', 3398273, 3400534, '-', 'ccaS'), ('384438255', 3400562, 3401005, '-', 'sll1472')]
465 	[('384438261', 3405684, 3406949, '+', 'slr1588'), ('384438262', 3406988, 3408256, '+', 'stpA')]
466 	[('384438264', 3409482, 3410708, '-', 'sll0736'), ('384438265', 3410711, 3412300, '-', 'sll0735')]
467 	[('384438274', 3422027, 3422281, '-', 'ssl1378'), ('384438275', 3422300, 3423157, '-', 'sll0729'), ('384438276', 3423171, 3424151, '-', 'accA')]
468 	[('384438278', 3426016, 3426573, '+', 'slr0755'), ('384438279', 3426595, 3426804, '+', 'ssr1258')]
469 	[('384438291', 3450094, 3450795, '+', 'slr1652'), ('384438292', 3450844, 3452058, '+', 'ama')]
470 	[('384438298', 3457414, 3458241, '+', 'pleD'), ('384438299', 3458284, 3458883, '+', 'slr1658')]
471 	[('384438308', 3469686, 3470843, '+', 'degT'), ('384438309', 3470867, 3471118, '+', 'ssr2781')]
472 	[('384438312', 3473692, 3474228, '+', 'slr1667'), ('384438313', 3474275, 3475117, '+', 'slr1668')]
473 	[('384438319', 3481105, 3482223, '-', 'sll0449'), ('384438320', 3482256, 3483461, '-', 'sll0448'), ('384438321', 3483470, 3484276, '-', 'sll0447')]
474 	[('384438323', 3487647, 3489134, '-', 'sll0445'), ('384438324', 3489145, 3489648, '-', 'sll0444')]
475 	[('384438327', 3494649, 3494984, '-', 'sll0442'), ('384438328', 3495022, 3496404, '-', 'sll0441')]
476 	[('384438344', 3514172, 3515491, '+', 'agp'), ('384438345', 3515520, 3516368, '+', 'slr1177')]
477 	[('384438352', 3522571, 3523083, '+', 'slr1182'), ('384438353', 3523115, 3523699, '+', 'slr1183'), ('384438354', 3523730, 3524224, '+', 'slr1184')]
478 	[('384438357', 3525898, 3526938, '+', 'slr1187'), ('384438358', 3526956, 3527627, '+', 'im30'), ('384438359', 3527549, 3528604, '+', 'slr1189')]
479 	[('384438368', 3536044, 3536436, '+', 'slr0588'), ('384438369', 3536466, 3537020, '+', 'slr0589')]
480 	[('384438372', 3538977, 3539741, '-', 'rfbB'), ('384438373', 3539754, 3540569, '-', 'sll0574')]
481 	[('384438375', 3541840, 3542766, '-', 'arcC'), ('384438376', 3542753, 3544165, '-', 'sll0572')]
482 	[('384438384', 3553307, 3553708, '-', 'sll0565'), ('384438385', 3553744, 3554727, '-', 'sll0564')]
483 	[('384438386', 3554772, 3555080, '+', 'slr0598'), ('384438387', 3555114, 3556721, '+', 'slr0599')]
484 	[('384438389', 3557956, 3558342, '+', 'slr0601'), ('384438390', 3558388, 3558777, '+', 'slr0602')]
