#Operon 	Genes in Operon
2424 	[('HCP21_266_', 38, 394, '+', '2099457402'), ('HCP21_4356', 3, 326, '+', '2099457403')]
2425 	[('HCP21_6110', 245, 400, '-', '2099457405'), ('HCP21_938_', 1, 303, '-', '2099457406'), ('HCP21_5234', 10, 339, '-', '2099457407'), ('HCP21_3845', 2, 589, '-', '2099457408'), ('HCP21_5251', 52, 297, '-', '2099457409'), ('HCP21_7534', 1, 360, '-', '2099457410'), ('HCP21_2943', 3, 296, '-', '2099457411'), ('HCP21_8478', 25, 393, '-', '2099457412')]
2426 	[('HCP21_8478', 467, 667, '-', '2099457413'), ('HCP21_8478', 669, 752, '-', '2099457414'), ('HCP21_6882', 21, 191, '-', '2099457415')]
2427 	[('HCP21_6882', 377, 520, '-', '2099457416'), ('HCP21_6882', 534, 854, '-', '2099457417')]
2428 	[('HCP21_5746', 66, 527, '-', '2099457419'), ('HCP21_1_1_newblercontig11971', 7, 173, '-', '2099457420'), ('HCP21_2_93493', 1, 237, '-', '2099457421'), ('HCP21_788_', 242, 337, '-', '2099457422'), ('HCP21_7809', 1, 594, '-', '2099457423'), ('HCP21_345_', 1, 336, '-', '2099457424'), ('HCP21_320_', 2, 361, '-', '2099457425'), ('HCP21_7644', 1, 339, '-', '2099457426'), ('HCP21_58__', 3, 686, '-', '2099457427')]
2429 	[('HCP21_58__', 765, 2570, '-', '2099457428'), ('HCP21_2750', 1, 318, '-', '2099457429'), ('HCP21_1576', 3, 278, '-', '2099457430'), ('HCP21_1576', 268, 345, '-', '2099457431')]
2430 	[('HCP21_3295', 410, 517, '-', '2099457440'), ('HCP21_4335', 3, 104, '-', '2099457441')]
2431 	[('HCP21_4335', 137, 349, '+', '2099457442'), ('HCP21_4335', 310, 696, '+', '2099457443'), ('HCP21_1905', 3, 305, '+', '2099457444'), ('HCP21_1503', 131, 310, '+', '2099457445')]
2432 	[('HCP21_6065', 32, 622, '+', '2099457447'), ('HCP21_7244', 289, 381, '+', '2099457448'), ('HCP21_1_1_newblercontig08624', 80, 223, '+', '2099457449'), ('HCP21_1_1_newblercontig09193', 3, 215, '+', '2099457450'), ('HCP21_1_1_newblercontig13589', 5, 160, '+', '2099457451')]
2433 	[('HCP21_2_7651', 2, 139, '+', '2099457453'), ('HCP21_2_15984', 3, 104, '+', '2099457454')]
2434 	[('HCP21_2_23484', 8, 154, '+', '2099457458'), ('HCP21_2_23984', 3, 161, '+', '2099457459')]
2435 	[('HCP21_2_31709', 1, 120, '+', '2099457461'), ('HCP21_2_34209', 2, 118, '+', '2099457462'), ('HCP21_2_44311', 6, 119, '+', '2099457463'), ('HCP21_2_48311', 3, 143, '+', '2099457464')]
2436 	[('HCP21_2_49311', 5, 148, '-', '2099457465'), ('HCP21_2_54311', 4, 210, '-', '2099457466'), ('HCP21_2_60697', 3, 112, '-', '2099457467')]
2437 	[('HCP21_2_65697', 17, 142, '+', '2099457470'), ('HCP21_2_75340', 2, 127, '+', '2099457471'), ('HCP21_2_78840', 1, 168, '+', '2099457472')]
2438 	[('HCP21_2_79840', 44, 187, '-', '2099457473'), ('HCP21_2_86994', 3, 124, '-', '2099457474')]
2439 	[('HCP21_2_95666', 3, 107, '-', '2099457476'), ('HCP21_2_98166', 2, 117, '-', '2099457477')]
2440 	[('HCP21_2_118765', 2, 217, '+', '2099457482'), ('HCP21_2_123013', 29, 106, '+', '2099457483'), ('HCP21_2_124013', 1, 114, '+', '2099457484')]
2441 	[('HCP21_2_126513', 5, 124, '+', '2099457486'), ('HCP21_2_127013', 51, 131, '+', '2099457487'), ('HCP21_2_139692', 3, 128, '+', '2099457488')]
2442 	[('HCP21_2_147192', 2, 196, '+', '2099457490'), ('HCP21_2_149192', 3, 233, '+', '2099457491')]
2443 	[('HCP21_2_154545', 2, 114, '-', '2099457492'), ('HCP21_2_160045', 3, 83, '-', '2099457493'), ('HCP21_4797', 3, 383, '-', '2099457494')]
2444 	[('HCP21_3323', 2, 352, '-', '2099457496'), ('HCP21_3777', 77, 427, '-', '2099457497')]
2445 	[('HCP21_3448', 1, 120, '+', '2099457502'), ('HCP21_9826', 2, 358, '+', '2099457503'), ('HCP21_7770', 1, 447, '+', '2099457504'), ('HCP21_7054', 361, 519, '+', '2099457505'), ('HCP21_3565', 3, 689, '+', '2099457506'), ('HCP21_1620', 1, 348, '+', '2099457507'), ('HCP21_2794', 2, 115, '+', '2099457508')]
2446 	[('HCP21_5048', 153, 359, '-', '2099457512'), ('HCP21_5048', 381, 461, '-', '2099457513')]
2447 	[('HCP21_6366', 2, 436, '-', '2099457515'), ('HCP21_7734', 3, 851, '-', '2099457516')]
2448 	[('HCP21_2_30210', 12, 112, '+', '2099457519'), ('HCP21_2_154546', 1, 114, '+', '2099457520')]
2449 	[('HCP21_7530', 58, 279, '-', '2099457521'), ('HCP21_7530', 316, 618, '-', '2099457522')]
2450 	[('HCP21_9449', 39, 338, '-', '2099457525'), ('HCP21_5663', 209, 346, '-', '2099457526')]
2451 	[('HCP21_4257', 2, 241, '+', '2099457527'), ('HCP21_4980', 16, 297, '+', '2099457528')]
2452 	[('HCP21_6979', 18, 347, '-', '2099457533'), ('HCP21_8891', 1, 393, '-', '2099457534'), ('HCP21_1258', 30, 422, '-', '2099457535')]
2453 	[('HCP21_2241', 3, 317, '+', '2099457536'), ('HCP21_5884', 2, 250, '+', '2099457537')]
2454 	[('HCP21_10140', 1, 423, '-', '2099457540'), ('HCP21_7792', 73, 420, '-', '2099457541')]
2455 	[('HCP21_151_', 1, 2115, '+', '2099457542'), ('HCP21_5386', 24, 353, '+', '2099457543'), ('HCP21_411_', 3, 317, '+', '2099457544')]
2456 	[('HCP21_1_1_newblercontig10886', 3, 182, '+', '2099457546'), ('HCP21_2_11653', 47, 187, '+', '2099457547'), ('HCP21_2_14153', 49, 240, '+', '2099457548')]
2457 	[('HCP21_2_16486', 3, 104, '+', '2099457550'), ('HCP21_2_24486', 3, 164, '+', '2099457551'), ('HCP21_2_30211', 11, 112, '+', '2099457552')]
2458 	[('HCP21_2_50813', 53, 166, '+', '2099457556'), ('HCP21_2_64199', 3, 134, '+', '2099457557')]
2459 	[('HCP21_2_90496', 3, 158, '+', '2099457561'), ('HCP21_2_91996', 15, 185, '+', '2099457562')]
2460 	[('HCP21_2_102668', 1, 159, '+', '2099457564'), ('HCP21_2_105168', 39, 221, '+', '2099457565'), ('HCP21_2_111267', 4, 123, '+', '2099457566'), ('HCP21_2_112767', 10, 135, '+', '2099457567')]
2461 	[('HCP21_2_113767', 3, 142, '-', '2099457568'), ('HCP21_2_114767', 3, 155, '-', '2099457569')]
2462 	[('HCP21_2_120515', 2, 99, '-', '2099457571'), ('HCP21_2_132015', 3, 181, '-', '2099457572'), ('HCP21_2_141694', 3, 139, '-', '2099457573')]
2463 	[('HCP21_2_144694', 3, 166, '-', '2099457575'), ('HCP21_2_159547', 51, 152, '-', '2099457576'), ('HCP21_9638', 1, 246, '-', '2099457577')]
2464 	[('HCP21_9638', 385, 735, '-', '2099457578'), ('HCP21_5159', 52, 210, '-', '2099457579'), ('HCP21_5159', 174, 431, '-', '2099457580')]
2465 	[('HCP21_8517', 3, 272, '-', '2099457582'), ('HCP21_5594', 3, 499, '-', '2099457583')]
2466 	[('HCP21_103_', 3, 2081, '+', '2099457584'), ('HCP21_8802', 30, 581, '+', '2099457585')]
2467 	[('HCP21_4605', 1, 378, '-', '2099457586'), ('HCP21_9539', 2, 337, '-', '2099457587')]
2468 	[('HCP21_6486', 3, 383, '-', '2099457589'), ('HCP21_8106', 3, 482, '-', '2099457590'), ('HCP21_1360', 2, 307, '-', '2099457591')]
2469 	[('HCP21_1372', 2, 139, '+', '2099457592'), ('HCP21_1989', 3, 305, '+', '2099457593')]
2470 	[('HCP21_8971', 251, 346, '+', '2099457595'), ('HCP21_8971', 378, 440, '+', '2099457596'), ('HCP21_8645', 25, 522, '+', '2099457597'), ('HCP21_8952', 5, 403, '+', '2099457598'), ('HCP21_8288', 145, 966, '+', '2099457599'), ('HCP21_10552', 2, 124, '+', '2099457600')]
2471 	[('HCP21_10751', 3, 488, '+', '2099457603'), ('HCP21_2500', 149, 340, '+', '2099457604'), ('HCP21_613_', 4, 268, '+', '2099457605')]
2472 	[('HCP21_6273', 443, 547, '-', '2099457606'), ('HCP21_3689', 11, 562, '-', '2099457607'), ('HCP21_4086', 310, 372, '-', '2099457608')]
2473 	[('HCP21_8218', 450, 554, '+', '2099457611'), ('HCP21_6136', 3, 401, '+', '2099457612')]
2474 	[('HCP21_8887', 471, 713, '+', '2099457613'), ('HCP21_8697', 52, 582, '+', '2099457614')]
2475 	[('HCP21_4343', 104, 448, '-', '2099457615'), ('HCP21_10221', 84, 623, '-', '2099457616')]
2476 	[('HCP21_5914', 1, 360, '+', '2099457617'), ('HCP21_10299', 1, 348, '+', '2099457618'), ('HCP21_10299', 360, 476, '+', '2099457619'), ('HCP21_10299', 481, 609, '+', '2099457620'), ('HCP21_3865', 2, 547, '+', '2099457621')]
2477 	[('HCP21_10402', 39, 533, '-', '2099457622'), ('HCP21_10402', 514, 603, '-', '2099457623')]
2478 	[('HCP21_8217', 2, 307, '+', '2099457624'), ('HCP21_2512', 1, 303, '+', '2099457625'), ('HCP21_3822', 3, 146, '+', '2099457626'), ('HCP21_7460', 51, 203, '+', '2099457627')]
2479 	[('HCP21_1_1_newblercontig06286', 143, 247, '+', '2099457630'), ('HCP21_1_1_newblercontig09196', 11, 217, '+', '2099457631'), ('HCP21_1_1_newblercontig10331', 4, 204, '+', '2099457632')]
2480 	[('HCP21_1_1_newblercontig12528', 3, 175, '-', '2099457633'), ('HCP21_2_4154', 14, 115, '-', '2099457634'), ('HCP21_2_7154', 3, 130, '-', '2099457635')]
2481 	[('HCP21_2_15987', 3, 104, '+', '2099457638'), ('HCP21_2_17487', 1, 110, '+', '2099457639')]
2482 	[('HCP21_2_38712', 60, 227, '-', '2099457644'), ('HCP21_2_47314', 12, 137, '-', '2099457645'), ('HCP21_2_48814', 3, 149, '-', '2099457646'), ('HCP21_2_49814', 46, 147, '-', '2099457647')]
2483 	[('HCP21_2_66700', 8, 169, '-', '2099457651'), ('HCP21_2_67200', 41, 172, '-', '2099457652'), ('HCP21_2_86497', 3, 116, '-', '2099457653'), ('HCP21_2_88997', 3, 139, '-', '2099457654')]
2484 	[('HCP21_2_91497', 7, 171, '+', '2099457655'), ('HCP21_2_91997', 2, 187, '+', '2099457656'), ('HCP21_2_100169', 5, 118, '+', '2099457657')]
2485 	[('HCP21_2_100669', 3, 134, '-', '2099457658'), ('HCP21_2_101169', 3, 140, '-', '2099457659'), ('HCP21_2_103669', 4, 180, '-', '2099457660')]
2486 	[('HCP21_2_111768', 2, 126, '-', '2099457662'), ('HCP21_2_113768', 2, 144, '-', '2099457663'), ('HCP21_2_115268', 1, 161, '-', '2099457664'), ('HCP21_2_115768', 2, 165, '-', '2099457665'), ('HCP21_2_117268', 3, 188, '-', '2099457666'), ('HCP21_2_121016', 2, 76, '-', '2099457667')]
2487 	[('HCP21_2_137195', 4, 114, '-', '2099457669'), ('HCP21_2_139695', 2, 126, '-', '2099457670')]
2488 	[('HCP21_2_146195', 4, 183, '+', '2099457671'), ('HCP21_2_147695', 39, 188, '+', '2099457672'), ('HCP21_2_149695', 47, 244, '+', '2099457673')]
2489 	[('HCP21_3806', 3, 164, '-', '2099457678'), ('HCP21_3806', 209, 901, '-', '2099457679'), ('HCP21_6028', 3, 71, '-', '2099457680')]
2490 	[('HCP21_8842', 1, 78, '+', '2099457683'), ('HCP21_793_', 1, 324, '+', '2099457684')]
2491 	[('HCP21_7041', 3, 386, '+', '2099457687'), ('HCP21_10641', 313, 798, '+', '2099457688')]
2492 	[('HCP21_7456', 3, 956, '-', '2099457689'), ('HCP21_214_', 265, 339, '-', '2099457690'), ('HCP21_9261', 3, 515, '-', '2099457691')]
2493 	[('HCP21_8386', 5, 697, '-', '2099457696'), ('HCP21_9135', 1, 315, '-', '2099457697')]
2494 	[('HCP21_6335', 1, 78, '+', '2099457698'), ('HCP21_6335', 113, 562, '+', '2099457699')]
2495 	[('HCP21_3162', 854, 1117, '-', '2099457701'), ('HCP21_9184', 189, 608, '-', '2099457702')]
2496 	[('HCP21_9184', 815, 883, '-', '2099457703'), ('HCP21_6561', 3, 407, '-', '2099457704')]
2497 	[('HCP21_8758', 710, 1759, '-', '2099457709'), ('HCP21_10396', 4, 563, '-', '2099457710')]
2498 	[('HCP21_7978', 20, 373, '-', '2099457715'), ('HCP21_4030', 3, 893, '-', '2099457716')]
2499 	[('HCP21_10384', 3, 527, '+', '2099457721'), ('HCP21_10280', 2, 346, '+', '2099457722')]
2500 	[('HCP21_10616', 2, 91, '-', '2099457723'), ('HCP21_10616', 88, 1074, '-', '2099457724'), ('HCP21_10616', 1071, 1205, '-', '2099457725'), ('HCP21_10182', 3, 71, '-', '2099457726'), ('HCP21_10182', 58, 222, '-', '2099457727'), ('HCP21_10182', 219, 542, '-', '2099457728')]
2501 	[('HCP21_10182', 676, 912, '-', '2099457729'), ('HCP21_10182', 949, 1035, '-', '2099457730'), ('HCP21_6370', 3, 137, '-', '2099457731'), ('HCP21_6370', 119, 406, '-', '2099457732')]
2502 	[('HCP21_5181', 3, 878, '+', '2099457735'), ('HCP21_3528', 3, 395, '+', '2099457736')]
2503 	[('HCP21_5391', 3, 320, '-', '2099457737'), ('HCP21_9633', 26, 190, '-', '2099457738')]
2504 	[('HCP21_9633', 276, 383, '-', '2099457739'), ('HCP21_537_', 3, 248, '-', '2099457740'), ('HCP21_1964', 43, 411, '-', '2099457741')]
2505 	[('HCP21_7441', 3, 527, '+', '2099457742'), ('HCP21_8814', 2, 467, '+', '2099457743')]
2506 	[('HCP21_2892', 1, 519, '-', '2099457744'), ('HCP21_659_', 2, 337, '-', '2099457745'), ('HCP21_9168', 24, 524, '-', '2099457746'), ('HCP21_6466', 79, 804, '-', '2099457747')]
2507 	[('HCP21_10269', 1, 789, '+', '2099457748'), ('HCP21_2803', 39, 446, '+', '2099457749')]
2508 	[('HCP21_1_1_newblercontig10890', 1, 129, '+', '2099457759'), ('HCP21_1_1_newblercontig13066', 2, 169, '+', '2099457760')]
2509 	[('HCP21_2_19990', 2, 121, '+', '2099457764'), ('HCP21_2_24990', 15, 179, '+', '2099457765')]
2510 	[('HCP21_2_34215', 3, 136, '-', '2099457766'), ('HCP21_2_37715', 2, 195, '-', '2099457767')]
2511 	[('HCP21_2_45317', 4, 126, '+', '2099457770'), ('HCP21_2_52317', 59, 181, '+', '2099457771'), ('HCP21_2_55817', 87, 245, '+', '2099457772'), ('HCP21_2_60203', 3, 110, '+', '2099457773'), ('HCP21_2_60703', 1, 114, '+', '2099457774')]
2512 	[('HCP21_2_72346', 6, 95, '+', '2099457776'), ('HCP21_2_77846', 2, 109, '+', '2099457777'), ('HCP21_2_85000', 2, 112, '+', '2099457778')]
2513 	[('HCP21_2_88500', 2, 130, '+', '2099457780'), ('HCP21_2_90500', 1, 156, '+', '2099457781')]
2514 	[('HCP21_2_97672', 2, 114, '-', '2099457782'), ('HCP21_2_103672', 3, 179, '-', '2099457783')]
2515 	[('HCP21_2_108771', 1, 111, '+', '2099457784'), ('HCP21_2_113771', 1, 135, '+', '2099457785')]
2516 	[('HCP21_2_122019', 12, 101, '+', '2099457787'), ('HCP21_2_132019', 3, 173, '+', '2099457788'), ('HCP21_2_132519', 3, 218, '+', '2099457789')]
2517 	[('HCP21_2_154551', 3, 112, '-', '2099457794'), ('HCP21_2_162551', 10, 225, '-', '2099457795')]
2518 	[('HCP21_4115', 56, 1159, '+', '2099457796'), ('HCP21_3303', 1, 351, '+', '2099457797')]
2519 	[('HCP21_811_', 1, 492, '+', '2099457801'), ('HCP21_751_', 1, 327, '+', '2099457802'), ('HCP21_2425', 3, 398, '+', '2099457803'), ('HCP21_2425', 410, 751, '+', '2099457804')]
2520 	[('HCP21_2425', 843, 1883, '-', '2099457805'), ('HCP21_6636', 1, 72, '-', '2099457806')]
2521 	[('HCP21_6636', 212, 688, '-', '2099457807'), ('HCP21_3396', 3, 323, '-', '2099457808'), ('HCP21_6064', 1, 108, '-', '2099457809')]
2522 	[('HCP21_3674', 121, 309, '+', '2099457810'), ('HCP21_3674', 309, 806, '+', '2099457811'), ('HCP21_4440', 1, 1143, '+', '2099457812'), ('HCP21_2774', 2, 91, '+', '2099457813'), ('HCP21_7009', 2, 376, '+', '2099457814')]
2523 	[('HCP21_6142', 3, 380, '-', '2099457815'), ('HCP21_8427', 2, 394, '-', '2099457816')]
2524 	[('HCP21_8947', 1, 612, '+', '2099457817'), ('HCP21_6597', 111, 527, '+', '2099457818'), ('HCP21_1286', 4, 273, '+', '2099457819')]
2525 	[('HCP21_4170', 25, 312, '+', '2099457821'), ('HCP21_10600', 2, 376, '+', '2099457822')]
2526 	[('HCP21_2_84501', 1, 105, '-', '2099457823'), ('HCP21_1313', 2, 259, '-', '2099457824')]
2527 	[('HCP21_10362', 52, 390, '-', '2099457826'), ('HCP21_3756', 3, 167, '-', '2099457827')]
2528 	[('HCP21_1746', 3, 356, '+', '2099457828'), ('HCP21_8646', 3, 350, '+', '2099457829'), ('HCP21_4768', 1, 192, '+', '2099457830')]
2529 	[('HCP21_6776', 147, 302, '-', '2099457831'), ('HCP21_8047', 1, 843, '-', '2099457832'), ('HCP21_7911', 390, 617, '-', '2099457833')]
2530 	[('HCP21_6017', 1, 483, '-', '2099457835'), ('HCP21_2313', 1, 225, '-', '2099457836'), ('HCP21_7825', 3, 356, '-', '2099457837')]
2531 	[('HCP21_6718', 56, 316, '+', '2099457838'), ('HCP21_3679', 2, 538, '+', '2099457839')]
2532 	[('HCP21_2939', 1, 474, '-', '2099457840'), ('HCP21_2472', 48, 377, '-', '2099457841'), ('HCP21_4744', 3, 419, '-', '2099457842'), ('HCP21_7921', 3, 380, '-', '2099457843'), ('HCP21_2016', 2, 349, '-', '2099457844'), ('HCP21_1617', 29, 331, '-', '2099457845')]
2533 	[('HCP21_7224', 293, 352, '-', '2099457849'), ('HCP21_1703', 62, 571, '-', '2099457850')]
2534 	[('HCP21_10761', 1, 441, '+', '2099457851'), ('HCP21_1004', 3, 89, '+', '2099457852'), ('HCP21_10943', 2, 349, '+', '2099457853'), ('HCP21_3625', 70, 942, '+', '2099457854')]
2535 	[('HCP21_6716', 2, 316, '+', '2099457856'), ('HCP21_3653', 2, 412, '+', '2099457857')]
2536 	[('HCP21_6991', 25, 576, '+', '2099457859'), ('HCP21_7937', 1, 318, '+', '2099457860'), ('HCP21_9466', 59, 1138, '+', '2099457861')]
2537 	[('HCP21_7831', 2, 625, '-', '2099457864'), ('HCP21_4017', 3, 851, '-', '2099457865'), ('HCP21_10154', 315, 785, '-', '2099457866'), ('HCP21_2_8160', 3, 143, '-', '2099457867')]
2538 	[('HCP21_2_9660', 3, 158, '+', '2099457868'), ('HCP21_2_54320', 1, 210, '+', '2099457869'), ('HCP21_2_54820', 77, 220, '+', '2099457870'), ('HCP21_2_61706', 3, 119, '+', '2099457871'), ('HCP21_2_66206', 3, 155, '+', '2099457872'), ('HCP21_2_66706', 2, 160, '+', '2099457873'), ('HCP21_2_67706', 3, 194, '+', '2099457874'), ('HCP21_2_69849', 11, 103, '+', '2099457875')]
2539 	[('HCP21_2_73349', 3, 112, '-', '2099457876'), ('HCP21_2_73849', 3, 109, '-', '2099457877'), ('HCP21_2_74349', 3, 122, '-', '2099457878')]
2540 	[('HCP21_2_74849', 1, 126, '+', '2099457879'), ('HCP21_2_81349', 1, 228, '+', '2099457880'), ('HCP21_2_82003', 2, 100, '+', '2099457881')]
2541 	[('HCP21_2_86503', 3, 112, '-', '2099457882'), ('HCP21_7891', 66, 845, '-', '2099457883'), ('HCP21_6337', 3, 362, '-', '2099457884'), ('HCP21_6841', 260, 409, '-', '2099457885'), ('HCP21_819_', 3, 329, '-', '2099457886')]
2542 	[('HCP21_9002', 42, 1415, '+', '2099457889'), ('HCP21_6574', 1, 507, '+', '2099457890'), ('HCP21_6255', 3, 440, '+', '2099457891')]
2543 	[('HCP21_6982', 446, 529, '-', '2099457892'), ('HCP21_6950', 122, 397, '-', '2099457893'), ('HCP21_6815', 3, 401, '-', '2099457894'), ('HCP21_6815', 446, 634, '-', '2099457895')]
2544 	[('HCP21_6998', 2, 622, '+', '2099457896'), ('HCP21_929_', 1, 312, '+', '2099457897'), ('HCP21_2074', 2, 295, '+', '2099457898')]
2545 	[('HCP21_821_', 2, 346, '-', '2099457901'), ('HCP21_6680', 1, 150, '-', '2099457902')]
2546 	[('HCP21_8541', 3, 395, '-', '2099457904'), ('HCP21_942_', 91, 345, '-', '2099457905')]
2547 	[('HCP21_2_114775', 1, 155, '+', '2099457906'), ('HCP21_490_', 3, 308, '+', '2099457907'), ('HCP21_2691', 1, 168, '+', '2099457908'), ('HCP21_2691', 175, 327, '+', '2099457909')]
2548 	[('HCP21_2691', 392, 721, '-', '2099457910'), ('HCP21_1189', 1, 105, '-', '2099457911'), ('HCP21_1189', 151, 429, '-', '2099457912')]
2549 	[('HCP21_5073', 2, 280, '-', '2099457914'), ('HCP21_9801', 3, 314, '-', '2099457915')]
2550 	[('HCP21_5271', 51, 368, '-', '2099457917'), ('HCP21_9360', 5, 517, '-', '2099457918')]
2551 	[('HCP21_2983', 1, 864, '+', '2099457919'), ('HCP21_3372', 1, 75, '+', '2099457920')]
2552 	[('HCP21_3372', 679, 1128, '+', '2099457921'), ('HCP21_5463', 38, 313, '+', '2099457922'), ('HCP21_5199', 3, 368, '+', '2099457923')]
2553 	[('HCP21_2547', 38, 259, '-', '2099457924'), ('HCP21_3145', 9, 1076, '-', '2099457925'), ('HCP21_246_', 252, 317, '-', '2099457926'), ('HCP21_696_', 3, 311, '-', '2099457927')]
2554 	[('HCP21_6032', 80, 874, '-', '2099457929'), ('HCP21_10734', 69, 425, '-', '2099457930'), ('HCP21_1376', 2, 340, '-', '2099457931'), ('HCP21_1_1_newblercontig11984', 5, 184, '-', '2099457932')]
2555 	[('HCP21_2_2162', 3, 106, '-', '2099457934'), ('HCP21_2_6162', 2, 126, '-', '2099457935')]
2556 	[('HCP21_2_13662', 2, 226, '+', '2099457938'), ('HCP21_2_22995', 6, 146, '+', '2099457939')]
2557 	[('HCP21_2_38720', 2, 151, '+', '2099457943'), ('HCP21_2_46322', 15, 131, '+', '2099457944'), ('HCP21_2_48822', 2, 148, '+', '2099457945'), ('HCP21_2_49322', 11, 151, '+', '2099457946'), ('HCP21_2_50322', 22, 162, '+', '2099457947'), ('HCP21_2_51322', 1, 162, '+', '2099457948')]
2558 	[('HCP21_2_54322', 28, 213, '+', '2099457950'), ('HCP21_2_54822', 63, 221, '+', '2099457951'), ('HCP21_2_55822', 34, 237, '+', '2099457952'), ('HCP21_2_59208', 1, 99, '+', '2099457953'), ('HCP21_2_64208', 1, 135, '+', '2099457954'), ('HCP21_2_71351', 3, 107, '+', '2099457955')]
2559 	[('HCP21_2_90005', 2, 150, '-', '2099457958'), ('HCP21_2_91505', 29, 112, '-', '2099457959')]
2560 	[('HCP21_2_92005', 1, 186, '+', '2099457960'), ('HCP21_2_92505', 3, 200, '+', '2099457961')]
2561 	[('HCP21_2_113776', 20, 130, '+', '2099457963'), ('HCP21_2_123024', 1, 108, '+', '2099457964'), ('HCP21_2_131524', 3, 194, '+', '2099457965'), ('HCP21_2_142703', 2, 148, '+', '2099457966'), ('HCP21_2_145203', 3, 173, '+', '2099457967'), ('HCP21_2_147703', 3, 203, '+', '2099457968'), ('HCP21_2_149203', 89, 226, '+', '2099457969')]
2562 	[('HCP21_2_161056', 3, 181, '-', '2099457972'), ('HCP21_3521', 3, 299, '-', '2099457973')]
2563 	[('HCP21_1177', 20, 304, '+', '2099457976'), ('HCP21_4300', 3, 338, '+', '2099457977')]
2564 	[('HCP21_1013', 176, 307, '-', '2099457980'), ('HCP21_6250', 36, 959, '-', '2099457981')]
2565 	[('HCP21_10164', 2, 571, '+', '2099457982'), ('HCP21_2378', 1, 330, '+', '2099457983'), ('HCP21_2378', 320, 997, '+', '2099457984')]
2566 	[('HCP21_2378', 1144, 1830, '+', '2099457985'), ('HCP21_2378', 1850, 2017, '+', '2099457986'), ('HCP21_9386', 1, 210, '+', '2099457987'), ('HCP21_9386', 228, 656, '+', '2099457988'), ('HCP21_3354', 191, 604, '+', '2099457989'), ('HCP21_10890', 2, 676, '+', '2099457990')]
2567 	[('HCP21_947_', 2, 244, '+', '2099457992'), ('HCP21_9918', 49, 444, '+', '2099457993'), ('HCP21_6886', 64, 393, '+', '2099457994'), ('HCP21_2638', 2, 448, '+', '2099457995')]
2568 	[('HCP21_475_', 2, 418, '-', '2099457996'), ('HCP21_8954', 103, 591, '-', '2099457997')]
2569 	[('HCP21_10490', 2, 394, '+', '2099457998'), ('HCP21_2_1663', 12, 104, '+', '2099457999'), ('HCP21_2_2663', 3, 110, '+', '2099458000'), ('HCP21_2_3163', 12, 110, '+', '2099458001')]
2570 	[('HCP21_2_5163', 3, 122, '-', '2099458002'), ('HCP21_2_21496', 4, 129, '-', '2099458003'), ('HCP21_2_24996', 2, 132, '-', '2099458004')]
2571 	[('HCP21_2_25996', 3, 203, '+', '2099458005'), ('HCP21_2_26996', 3, 245, '+', '2099458006')]
2572 	[('HCP21_2_35721', 3, 157, '-', '2099458007'), ('HCP21_2_41823', 2, 108, '-', '2099458008'), ('HCP21_2_54323', 3, 212, '-', '2099458009')]
2573 	[('HCP21_2_73852', 3, 119, '-', '2099458011'), ('HCP21_2_78352', 29, 160, '-', '2099458012')]
2574 	[('HCP21_2_80352', 2, 199, '+', '2099458013'), ('HCP21_2_80852', 3, 212, '+', '2099458014')]
2575 	[('HCP21_2_84506', 3, 110, '-', '2099458015'), ('HCP21_2_90506', 6, 158, '-', '2099458016')]
2576 	[('HCP21_2_114777', 9, 155, '+', '2099458019'), ('HCP21_2_126525', 2, 127, '+', '2099458020')]
2577 	[('HCP21_2_138704', 3, 119, '+', '2099458022'), ('HCP21_2_146704', 3, 191, '+', '2099458023'), ('HCP21_2_148204', 7, 213, '+', '2099458024'), ('HCP21_2_148704', 39, 221, '+', '2099458025'), ('HCP21_2_152557', 13, 105, '+', '2099458026'), ('HCP21_2_161057', 3, 179, '+', '2099458027'), ('HCP21_8434', 1, 213, '+', '2099458028')]
2578 	[('HCP21_8434', 277, 531, '-', '2099458029'), ('HCP21_5077', 3, 374, '-', '2099458030'), ('HCP21_9707', 107, 802, '-', '2099458031')]
2579 	[('HCP21_10222', 2, 244, '+', '2099458032'), ('HCP21_9291', 2, 544, '+', '2099458033'), ('HCP21_2563', 1, 60, '+', '2099458034'), ('HCP21_2563', 67, 189, '+', '2099458035')]
2580 	[('HCP21_1283', 1, 324, '+', '2099458037'), ('HCP21_4284', 1, 300, '+', '2099458038'), ('HCP21_829_', 3, 113, '+', '2099458039'), ('HCP21_829_', 103, 408, '+', '2099458040'), ('HCP21_9272', 190, 387, '+', '2099458041'), ('HCP21_7392', 2, 61, '+', '2099458042'), ('HCP21_7392', 75, 446, '+', '2099458043')]
2581 	[('HCP21_4561', 3, 305, '-', '2099458046'), ('HCP21_4345', 77, 394, '-', '2099458047'), ('HCP21_8516', 1, 633, '-', '2099458048')]
2582 	[('HCP21_3826', 2, 415, '+', '2099458049'), ('HCP21_1857', 3, 311, '+', '2099458050')]
2583 	[('HCP21_3410', 2, 961, '+', '2099458055'), ('HCP21_2_7367', 1, 136, '+', '2099458056')]
2584 	[('HCP21_1244', 2, 304, '+', '2099458058'), ('HCP21_10498', 23, 316, '+', '2099458059'), ('HCP21_7547', 3, 200, '+', '2099458060')]
