#Operon 	Genes in Operon
360 	[('16079060', 2159268, 2159696, '-', 'yosS'), ('16079061', 2159742, 2159984, '-', 'yosR'), ('50812253', 2159981, 2161778, '-', 'nrdF'), ('16079062', 2160565, 2161086, '-', 'yosQ')]
361 	[('50812254', 2162108, 2165614, '-', 'nrdEB'), ('16079066', 2165577, 2165966, '-', 'nrdI'), ('16079067', 2165972, 2166325, '-', 'yosL')]
362 	[('16079068', 2166413, 2166613, '-', 'yosK'), ('16079069', 2166658, 2166852, '-', 'yosJ'), ('16079070', 2166873, 2167007, '-', 'yosI'), ('16079071', 2167039, 2167509, '-', 'yosH')]
363 	[('16079072', 2167570, 2167932, '-', 'yosG'), ('16079073', 2167975, 2168100, '-', 'yosF'), ('16079074', 2168114, 2168461, '-', 'yosE'), ('16079075', 2168476, 2168871, '-', 'yosD'), ('16079076', 2168910, 2169452, '-', 'yosC'), ('16079077', 2169497, 2169676, '-', 'yosB')]
364 	[('16079080', 2170309, 2170491, '-', 'yorY'), ('16079081', 2170504, 2170731, '-', 'yorX'), ('16079082', 2170771, 2171136, '-', 'yorW'), ('16079083', 2171139, 2171357, '-', 'yorV'), ('16079084', 2171401, 2172732, '-', 'mtbP'), ('16079085', 2172781, 2172900, '-', 'yorT'), ('16079086', 2172932, 2173450, '-', 'yorS'), ('16079087', 2173459, 2173956, '-', 'yorR'), ('16079088', 2173956, 2174111, '-', 'yorQ'), ('16079089', 2174104, 2174319, '-', 'yorP'), ('16079090', 2174352, 2174549, '-', 'yorO'), ('16079091', 2174585, 2174734, '-', 'yorN')]
365 	[('16079092', 2174852, 2175568, '-', 'yorM'), ('16079093', 2175596, 2179513, '-', 'yorL'), ('16079094', 2179526, 2181256, '-', 'yorK'), ('16079095', 2181256, 2182392, '-', 'yorJ'), ('16079096', 2182408, 2183922, '-', 'yorI'), ('16079097', 2183937, 2184407, '-', 'yorH'), ('16079098', 2184450, 2185421, '-', 'yorG')]
366 	[('16079099', 2185504, 2186418, '-', 'yorF'), ('16079100', 2186440, 2186811, '-', 'yorE')]
367 	[('16079104', 2188204, 2189964, '-', 'yorA'), ('16079105', 2189961, 2190785, '-', 'yoqZ')]
368 	[('16079112', 2194053, 2194400, '-', 'yoqS'), ('16079113', 2194402, 2194758, '-', 'yoqR'), ('16079114', 2194718, 2195059, '-', 'yoqP')]
369 	[('16079118', 2196389, 2197081, '-', 'yoqL'), ('16079119', 2197121, 2197324, '-', 'yoqK'), ('16079120', 2197344, 2197859, '-', 'yoqJ')]
370 	[('16079121', 2198070, 2198264, '-', 'yoqI'), ('16079122', 2198313, 2198765, '-', 'yoqH')]
371 	[('16079123', 2198848, 2199105, '-', 'yoqG'), ('16079124', 2199150, 2199353, '-', 'yoqF'), ('16079125', 2199362, 2199526, '-', 'yoqE')]
372 	[('16079126', 2199580, 2200335, '-', 'yoqD'), ('16079127', 2200376, 2200783, '-', 'yoqC'), ('16079128', 2200790, 2201128, '-', 'yoqB'), ('16079129', 2201125, 2201475, '-', 'yoqA'), ('16079130', 2201488, 2201691, '-', 'yopZ'), ('16079131', 2201705, 2201983, '-', 'yopY'), ('16079132', 2201980, 2202384, '-', 'yopX'), ('16079133', 2202381, 2202716, '-', 'yopW')]
373 	[('255767466', 2204192, 2205169, '-', 'yopR'), ('16079139', 2205193, 2206575, '-', 'yopQ')]
374 	[('16079140', 2206682, 2207758, '-', 'yopP'), ('16079141', 2207748, 2207960, '-', 'yopO'), ('16079142', 2208008, 2208325, '-', 'yopN'), ('16079143', 2208328, 2208528, '-', 'yopM')]
375 	[('16079144', 2208855, 2208980, '-', 'yopL'), ('16079145', 2208994, 2210154, '-', 'yopK')]
376 	[('16079146', 2210331, 2210747, '-', 'yopJ'), ('16079147', 2210749, 2211282, '-', 'yopI'), ('16079148', 2211309, 2211845, '-', 'yopH'), ('16079149', 2211884, 2212015, '-', 'yopG'), ('16079150', 2212026, 2212241, '-', 'yopF'), ('16079151', 2212245, 2212496, '-', 'yopE')]
377 	[('16079158', 2219281, 2219469, '-', 'yonU'), ('255767469', 2219514, 2219765, '-', 'yoyJ'), ('16079159', 2219784, 2219960, '-', 'yonT')]
378 	[('16079162', 2222340, 2222534, '+', 'yonP'), ('16079163', 2222574, 2225093, '+', 'yonO')]
379 	[('16079165', 2227297, 2227488, '+', 'yonK'), ('255767470', 2227505, 2228722, '+', 'yonJ')]
380 	[('16079169', 2229988, 2230908, '+', 'yonG'), ('16079170', 2230895, 2232664, '+', 'yonF'), ('16079171', 2232682, 2234202, '+', 'yonE'), ('16079172', 2234233, 2235669, '+', 'yonD'), ('16079173', 2235694, 2236230, '+', 'yonC'), ('16079174', 2236269, 2237285, '+', 'yonB'), ('16079175', 2237321, 2237791, '+', 'yonA'), ('16079176', 2237806, 2238201, '+', 'yomZ'), ('16079177', 2238198, 2238452, '+', 'yomY'), ('16079178', 2238436, 2239086, '+', 'yomX'), ('16079179', 2239083, 2239589, '+', 'yomW'), ('16079180', 2239586, 2240296, '+', 'yomV'), ('16079181', 2240339, 2241136, '+', 'yomU'), ('255767471', 2241154, 2241765, '+', 'youA'), ('16079182', 2241765, 2241992, '+', 'yomT')]
381 	[('16079183', 2242056, 2242412, '+', 'yomS'), ('16079184', 2242414, 2243631, '+', 'yomR'), ('16079185', 2243642, 2243992, '+', 'yomQ'), ('16079186', 2243989, 2244180, '+', 'yomP')]
382 	[('16079187', 2244230, 2244730, '+', 'yomO'), ('16079188', 2244714, 2245133, '+', 'yomN'), ('16079189', 2245147, 2246148, '+', 'yomM')]
383 	[('16079191', 2246656, 2247342, '-', 'yomL'), ('255767472', 2247367, 2247543, '-', 'youB')]
384 	[('16079195', 2256062, 2256820, '+', 'yomH'), ('16079196', 2256832, 2259459, '+', 'yomG'), ('16079197', 2259475, 2260296, '+', 'yomF'), ('16079198', 2260333, 2262267, '+', 'yomE')]
385 	[('16079201', 2264680, 2264892, '+', 'bhlA'), ('16079202', 2264903, 2265169, '+', 'bhlB')]
386 	[('16079203', 2265225, 2265671, '-', 'bdbB'), ('16079204', 2265668, 2266936, '-', 'yolJ'), ('16079205', 2266936, 2267349, '-', 'bdbA'), ('16079206', 2267346, 2269463, '-', 'sunT')]
387 	[('255767474', 2270407, 2271657, '-', 'uvrX'), ('16079210', 2271650, 2271982, '-', 'yolD')]
388 	[('16079212', 2272534, 2272890, '-', 'yolB'), ('16079213', 2272896, 2273363, '-', 'yolA')]
389 	[('16079214', 2273989, 2274522, '-', 'yokL'), ('16079215', 2274558, 2275136, '-', 'yokK')]
390 	[('16079216', 2275200, 2275697, '-', 'yokJ'), ('255767475', 2275706, 2277421, '-', 'yokI')]
391 	[('16079220', 2279977, 2280867, '+', 'yokF'), ('16079221', 2280881, 2281363, '+', 'yokE')]
392 	[('16079227', 2287097, 2287528, '-', 'yppQ'), ('16079228', 2287529, 2288062, '-', 'msrA')]
393 	[('16079231', 2290078, 2290272, '-', 'ypmT'), ('16079232', 2290285, 2290848, '-', 'ypmS'), ('16079233', 2290858, 2291625, '-', 'ypmR')]
394 	[('16079237', 2294286, 2295281, '+', 'yplP'), ('16079238', 2295302, 2295943, '+', 'yplQ')]
395 	[('255767477', 2295982, 2296602, '-', 'ypkP'), ('16079240', 2296603, 2297109, '-', 'dfrA'), ('16079241', 2297106, 2297900, '-', 'thyA')]
396 	[('16079242', 2297984, 2298517, '-', 'ypjQ'), ('16079243', 2298535, 2299146, '-', 'ypjP')]
397 	[('255767478', 2299406, 2300179, '-', 'ypiP'), ('16079245', 2300221, 2300655, '-', 'yphP')]
398 	[('16079248', 2303920, 2304537, '-', 'ypgQ'), ('16079249', 2304553, 2305035, '-', 'bsaA')]
399 	[('16079255', 2308792, 2308974, '-', 'ypeQ'), ('161511070', 2308967, 2309647, '-', 'ypeP')]
400 	[('16079257', 2309730, 2310419, '+', 'ypdP'), ('16079258', 2310419, 2310817, '+', 'ypdQ'), ('50812255', 2310859, 2310987, '+', 'sspL')]
401 	[('16079262', 2316446, 2316952, '-', 'ypbQ'), ('16079263', 2316956, 2318053, '-', 'bcsA')]
402 	[('16079264', 2318127, 2319443, '-', 'pbuX'), ('16079265', 2319440, 2320024, '-', 'xpt')]
403 	[('16079267', 2321972, 2322964, '-', 'kdgT'), ('16079268', 2323009, 2323599, '-', 'kdgA'), ('16079269', 2323601, 2324575, '-', 'kdgK'), ('16079270', 2324613, 2325632, '-', 'kdgR')]
404 	[('16079271', 2325854, 2326681, '+', 'kduI'), ('16079272', 2326683, 2327447, '+', 'kduD')]
405 	[('255767483', 2332153, 2332782, '-', 'ypsA'), ('16079278', 2332784, 2333011, '-', 'cotD')]
406 	[('16079279', 2333324, 2334565, '-', 'yprB'), ('16079280', 2334581, 2336830, '-', 'yprA')]
407 	[('16079285', 2338809, 2339180, '-', 'yppE'), ('16079286', 2339226, 2339471, '-', 'yppD')]
408 	[('16079288', 2340802, 2341422, '+', 'recU'), ('16079289', 2341444, 2344188, '+', 'ponA')]
409 	[('16079290', 2344264, 2344758, '-', 'ypoC'), ('16079291', 2344755, 2345414, '-', 'nth'), ('16079292', 2345433, 2346131, '-', 'dnaD')]
410 	[('16079294', 2347660, 2348841, '-', 'aspB'), ('16079295', 2348864, 2349349, '-', 'ypmB'), ('16079296', 2349358, 2349528, '-', 'ypmA')]
411 	[('16079298', 2352592, 2352975, '-', 'panD'), ('16079299', 2352977, 2353837, '-', 'panC'), ('16079300', 2353839, 2354672, '-', 'panB')]
412 	[('16079301', 2354918, 2355895, '-', 'birA'), ('16079302', 2355880, 2357073, '-', 'cca'), ('16079303', 2357078, 2358211, '-', 'ypjH'), ('255767484', 2358208, 2358918, '-', 'ypjG'), ('16079305', 2358911, 2359324, '-', 'mgsA'), ('16079306', 2359340, 2360143, '-', 'dapB'), ('16079307', 2360155, 2360490, '-', 'ypjD')]
413 	[('16079311', 2363111, 2363878, '-', 'qcrC'), ('16079312', 2363913, 2364587, '-', 'qcrB'), ('16079313', 2364589, 2365092, '-', 'qcrA')]
414 	[('16079317', 2367954, 2369240, '-', 'aroE'), ('16079318', 2369251, 2370366, '-', 'tyrA'), ('255767486', 2370415, 2371497, '-', 'hisC'), ('16079320', 2371508, 2372311, '-', 'trpA'), ('50812257', 2372304, 2373506, '-', 'trpB'), ('255767487', 2373487, 2374134, '-', 'trpF'), ('255767488', 2374139, 2374888, '-', 'trpC'), ('50812260', 2374881, 2375897, '-', 'trpD'), ('16079325', 2375869, 2377416, '-', 'trpE')]
415 	[('16079326', 2377632, 2378015, '-', 'aroH'), ('16079327', 2378012, 2379100, '-', 'aroB'), ('255767489', 2379100, 2380272, '-', 'aroF')]
416 	[('16079331', 2381919, 2382965, '-', 'hepT'), ('16079332', 2382907, 2383608, '-', 'ubiE'), ('16079333', 2383615, 2384370, '-', 'hepS')]
417 	[('16079334', 2384534, 2384761, '-', 'mtrB'), ('16079335', 2384783, 2385355, '-', 'folE')]
418 	[('16079338', 2387854, 2388588, '-', 'yphF'), ('16079339', 2388610, 2388813, '-', 'yphE')]
419 	[('16079340', 2389151, 2390188, '-', 'gpsA'), ('16079341', 2390206, 2391516, '-', 'engA')]
420 	[('255767490', 2391670, 2391864, '-', 'ypzH'), ('16079342', 2391861, 2392754, '-', 'seaA'), ('16079343', 2392751, 2393350, '-', 'yphA')]
421 	[('255767492', 2393602, 2394651, '-', 'fni'), ('16079345', 2394664, 2395812, '-', 'rpsA')]
422 	[('16079347', 2396798, 2396974, '-', 'ypfB'), ('16079348', 2397019, 2397672, '-', 'ypfA')]
423 	[('16079349', 2397765, 2399117, '-', 'ypeB'), ('16079350', 2399152, 2400069, '-', 'sleB')]
424 	[('16079357', 2405620, 2406342, '-', 'ypbE'), ('16079358', 2406293, 2406862, '-', 'ypbD')]
425 	[('16079359', 2406922, 2408412, '-', 'recQ'), ('16079360', 2408405, 2409463, '-', 'ypbB')]
426 	[('255767496', 2413585, 2414691, '-', 'rsiX'), ('255767497', 2414627, 2415211, '-', 'sigX')]
427 	[('16079368', 2415415, 2417184, '-', 'resE'), ('255767498', 2417181, 2417903, '-', 'resD')]
428 	[('255767499', 2417984, 2419159, '-', 'resC'), ('16079371', 2419179, 2420807, '-', 'resB'), ('255767500', 2420804, 2421343, '-', 'resA')]
429 	[('255767502', 2422264, 2422800, '-', 'spmB'), ('16079375', 2422805, 2423395, '-', 'spmA'), ('16079376', 2423383, 2424531, '-', 'dacB')]
430 	[('16079378', 2425248, 2425841, '-', 'spcB'), ('16079379', 2425831, 2426586, '-', 'scpA')]
431 	[('16079382', 2427892, 2428356, '-', 'ribH'), ('16079383', 2428389, 2429585, '-', 'ribA'), ('16079384', 2429600, 2430247, '-', 'ribE'), ('16079385', 2430258, 2431343, '-', 'ribD')]
432 	[('255767504', 2438372, 2439853, '-', 'spoVAF'), ('255767505', 2439804, 2440415, '-', 'spoVAEA'), ('255767506', 2440423, 2440773, '-', 'spoVAEB'), ('16079398', 2440775, 2441791, '-', 'spoVAD'), ('16079399', 2441804, 2442256, '-', 'spoVAC'), ('16079400', 2442269, 2442694, '-', 'spoVAB'), ('255767507', 2442684, 2443304, '-', 'spoVAA')]
433 	[('16079402', 2443429, 2444196, '-', 'sigF'), ('16079403', 2444208, 2444648, '-', 'spoIIAB'), ('16079404', 2444645, 2444998, '-', 'spoIIAA')]
434 	[('16079406', 2446418, 2447233, '-', 'pupG'), ('255767508', 2447246, 2448430, '-', 'drm')]
435 	[('255767509', 2448591, 2449481, '-', 'xerD'), ('255767510', 2449489, 2449716, '-', 'yqzK')]
436 	[('16079412', 2451463, 2452782, '-', 'mleA'), ('16079413', 2452800, 2454206, '-', 'mleN')]
437 	[('255767512', 2454347, 2455774, '-', 'aspA'), ('16079415', 2455819, 2456808, '-', 'ansA')]
438 	[('255767513', 2457349, 2458512, '-', 'yqxK'), ('16079418', 2458509, 2459066, '-', 'nudF')]
439 	[('16079422', 2461621, 2461860, '-', 'yqkC'), ('16079423', 2461873, 2462196, '-', 'yqkB'), ('16079424', 2462193, 2463224, '-', 'yqkA'), ('16079425', 2463217, 2463561, '-', 'yqjZ'), ('16079426', 2463571, 2464041, '-', 'yqjY')]
440 	[('16079427', 2464227, 2464565, '-', 'yqjX'), ('16079428', 2464562, 2465800, '-', 'yqjW')]
441 	[('255767514', 2466721, 2467953, '+', 'yqjV'), ('16079431', 2467971, 2468162, '+', 'yqjU')]
442 	[('16079432', 2468159, 2468545, '-', 'yqjT'), ('50812263', 2468549, 2469508, '-', 'coaA')]
443 	[('16079435', 2471002, 2471781, '-', 'yqjQ'), ('16079436', 2471787, 2472746, '-', 'yqjP')]
444 	[('50812265', 2483586, 2483873, '+', 'yqzJ'), ('16079445', 2483904, 2484731, '+', 'yqjG')]
445 	[('255767520', 2485680, 2486795, '-', 'yqjE'), ('255767521', 2486813, 2488336, '-', 'yqjD'), ('255767522', 2488329, 2488751, '-', 'yqjC')]
446 	[('16079452', 2490574, 2491296, '-', 'artR'), ('16079453', 2491289, 2491948, '-', 'artQ')]
447 	[('16079459', 2496796, 2498070, '-', 'bkdB'), ('16079460', 2498093, 2499076, '-', 'bkdAB'), ('16079461', 2499090, 2500082, '-', 'bkdAA'), ('255767526', 2500104, 2501528, '-', 'lpdV'), ('255767527', 2501549, 2502640, '-', 'buk'), ('16079464', 2502659, 2503753, '-', 'bcd'), ('255767528', 2503765, 2504664, '-', 'ptb')]
448 	[('16079468', 2507298, 2508203, '-', 'prpB'), ('255767529', 2508221, 2509639, '-', 'prpD'), ('16079470', 2509654, 2510772, '-', 'mmgD'), ('255767530', 2510806, 2511945, '-', 'mmgC'), ('255767531', 2511973, 2512836, '-', 'mmgB'), ('16079473', 2512861, 2514042, '-', 'mmgA')]
449 	[('255767533', 2514979, 2515599, '-', 'yqiI'), ('255767534', 2515614, 2515907, '-', 'yqiH')]
450 	[('255767536', 2520557, 2522287, '-', 'recN'), ('16079481', 2522324, 2522773, '-', 'ahrC')]
451 	[('255767537', 2522871, 2523716, '-', 'yqxC'), ('16079483', 2523713, 2525614, '-', 'dxs')]
452 	[('255767538', 2525789, 2526679, '-', 'ispA'), ('255767539', 2526669, 2526923, '-', 'xseB'), ('255767540', 2526920, 2528266, '-', 'xseA')]
453 	[('16079487', 2528404, 2529255, '-', 'folD'), ('255767541', 2529267, 2529662, '-', 'nusB')]
454 	[('255767542', 2529926, 2530333, '-', 'yqhY'), ('255767543', 2530354, 2531706, '-', 'accC'), ('16079491', 2531718, 2532197, '-', 'accB')]
455 	[('255767544', 2532353, 2533009, '-', 'spoIIIAH'), ('255767545', 2533010, 2533699, '-', 'spoIIIAG'), ('16079494', 2533692, 2534312, '-', 'spoIIIAF'), ('255767546', 2534326, 2535525, '-', 'spoIIIAE'), ('16079496', 2535544, 2535945, '-', 'spoIIIAD'), ('16079497', 2535952, 2536158, '-', 'spoIIIAC'), ('16079498', 2536181, 2536696, '-', 'spoIIIAB'), ('16079499', 2536690, 2537613, '-', 'spoIIIAA')]
456 	[('255767547', 2538115, 2538672, '-', 'efp'), ('16079502', 2538697, 2539758, '-', 'yqhT'), ('16079503', 2539755, 2540201, '-', 'yqhS')]
457 	[('255767548', 2541051, 2542007, '+', 'yqhQ'), ('16079506', 2542047, 2542442, '+', 'yqhP')]
458 	[('16079511', 2545410, 2546876, '-', 'gcvPB'), ('255767551', 2546869, 2548215, '-', 'gcvPA'), ('255767552', 2548245, 2549333, '-', 'gcvT')]
459 	[('16079514', 2549775, 2551448, '+', 'yqhH'), ('16079515', 2551469, 2552263, '+', 'yqhG')]
460 	[('16079516', 2552446, 2552619, '+', 'sinI'), ('16079517', 2552653, 2552988, '+', 'sinR')]
461 	[('16079519', 2553930, 2554502, '-', 'sipW'), ('16079520', 2554486, 2555247, '-', 'yqxM')]
462 	[('16079523', 2556137, 2556511, '-', 'comGG'), ('16079524', 2556512, 2556895, '-', 'comGF'), ('16079525', 2556921, 2557268, '-', 'comGE'), ('16079526', 2557252, 2557683, '-', 'comGD'), ('16079527', 2557673, 2557969, '-', 'comGC'), ('16079528', 2557983, 2558954, '-', 'comGB')]
463 	[('255767556', 2565920, 2566234, '-', 'yqgV'), ('255767557', 2566237, 2567298, '-', 'yqgU')]
464 	[('255767559', 2570606, 2571571, '-', 'glcK'), ('16079542', 2571582, 2571797, '-', 'yqgQ')]
465 	[('255767562', 2574641, 2575720, '-', 'yqgM'), ('16079547', 2575717, 2576187, '-', 'yqgL')]
466 	[('16079548', 2576367, 2576720, '+', 'yqzD'), ('255767563', 2576717, 2577181, '+', 'yqzC')]
467 	[('16079550', 2577210, 2577992, '-', 'pstBB'), ('16079551', 2578003, 2578812, '-', 'pstBA'), ('255767564', 2578833, 2579717, '-', 'pstA'), ('255767565', 2579717, 2580646, '-', 'pstC')]
468 	[('16079568', 2593281, 2594174, '-', 'yqfS'), ('16079569', 2594184, 2595500, '-', 'cshB')]
469 	[('16079572', 2597502, 2598623, '-', 'yqfO'), ('16079573', 2598616, 2599266, '-', 'trmK')]
470 	[('16079578', 2604121, 2604933, '-', 'yqfL'), ('16079579', 2604959, 2605597, '-', 'ccpN')]
471 	[('255767576', 2605730, 2607769, '-', 'glyS'), ('16079581', 2607762, 2608649, '-', 'glyQ')]
472 	[('255767577', 2608946, 2609713, '-', 'recO'), ('255767578', 2609750, 2609893, '-', 'yqzL')]
473 	[('16079583', 2610041, 2610946, '-', 'era'), ('16079584', 2610927, 2611337, '-', 'cdd')]
474 	[('255767579', 2611456, 2611827, '-', 'dgkA'), ('255767580', 2611808, 2612281, '-', 'yqfG'), ('16079587', 2612282, 2614417, '-', 'yqfF')]
475 	[('255767581', 2614496, 2615455, '-', 'phoH'), ('255767582', 2615452, 2616648, '-', 'yqfD'), ('16079590', 2616667, 2616948, '-', 'yqfC')]
476 	[('255767583', 2617005, 2617424, '-', 'yqfB'), ('16079592', 2617449, 2618444, '-', 'yqfA'), ('16079593', 2618466, 2619779, '-', 'yqeZ')]
477 	[('16079594', 2619910, 2620356, '-', 'yqeY'), ('16079595', 2620371, 2620544, '-', 'rpsU')]
478 	[('16079597', 2621677, 2623032, '-', 'rimO'), ('16079598', 2623032, 2623802, '-', 'yqeU'), ('255767585', 2623825, 2624760, '-', 'prmA'), ('255767586', 2624785, 2625912, '-', 'dnaJ')]
479 	[('16079601', 2626112, 2627947, '-', 'dnaK'), ('16079602', 2627971, 2628534, '-', 'grpE')]
480 	[('16079606', 2632882, 2633220, '-', 'yqxA'), ('16079607', 2633237, 2634442, '-', 'spoIIP')]
481 	[('16079611', 2637543, 2639873, '-', 'comEC'), ('16079612', 2639877, 2640446, '-', 'comEB')]
482 	[('16079615', 2642101, 2642844, '-', 'yqeM'), ('16079616', 2642841, 2643197, '-', 'yqeL'), ('16079617', 2643215, 2643775, '-', 'yqeK'), ('16079618', 2643765, 2644334, '-', 'nadD'), ('16079619', 2644346, 2644636, '-', 'yqeI'), ('255767590', 2644630, 2645472, '-', 'aroE'), ('16079621', 2645490, 2646590, '-', 'yqeH'), ('16079622', 2646594, 2647112, '-', 'yqeG')]
483 	[('16079631', 2655322, 2655741, '-', 'arsC'), ('255767593', 2655753, 2656793, '-', 'arsB'), ('255767594', 2656816, 2657256, '-', 'yqcK')]
484 	[('255767596', 2659213, 2660340, '+', 'rapE'), ('16079637', 2660330, 2660464, '+', 'phrE')]
485 	[('16079639', 2661102, 2662697, '+', 'yqcG'), ('16079640', 2662712, 2663290, '+', 'yqcF')]
486 	[('16079641', 2663551, 2663913, '-', 'yqxJ'), ('16079642', 2663929, 2664408, '-', 'yqxI')]
487 	[('16079643', 2664573, 2665391, '-', 'cwlA'), ('16079644', 2665436, 2665858, '-', 'yqxH'), ('16079645', 2665903, 2666796, '-', 'yqxG')]
488 	[('16079646', 2666884, 2667048, '-', 'yqcE'), ('16079647', 2667045, 2667380, '-', 'yqcD'), ('255767597', 2667390, 2668490, '-', 'yqcC'), ('16079649', 2668493, 2668765, '-', 'yqcB'), ('255767598', 2668762, 2669340, '-', 'yqcA'), ('16079651', 2669324, 2670370, '-', 'yqbT'), ('16079652', 2670363, 2670788, '-', 'yqbS'), ('16079653', 2670801, 2671064, '-', 'yqbR'), ('16079654', 2671061, 2672041, '-', 'yqbQ'), ('16079655', 2672054, 2672713, '-', 'yqbP'), ('255767599', 2672706, 2677463, '-', 'yqbO')]
489 	[('255767600', 2679142, 2679585, '-', 'yqbM'), ('255767601', 2679588, 2680988, '-', 'yqbK'), ('255767602', 2680989, 2681180, '-', 'yqzN'), ('255767603', 2681177, 2681614, '-', 'yqbJ'), ('16079663', 2681627, 2682130, '-', 'yqbI'), ('16079664', 2682127, 2682489, '-', 'yqbH'), ('255767604', 2682486, 2682881, '-', 'yqbG'), ('16079666', 2682885, 2683196, '-', 'yqbF'), ('255767605', 2683207, 2684142, '-', 'yqbE'), ('255767606', 2684161, 2685129, '-', 'yqbD'), ('16079669', 2685162, 2685815, '-', 'yqbC'), ('16079670', 2685856, 2686773, '-', 'yqbB'), ('16079671', 2686770, 2688302, '-', 'yqbA'), ('16079672', 2688306, 2689601, '-', 'yqaT'), ('16079673', 2689594, 2690313, '-', 'yqaS')]
490 	[('255767607', 2693457, 2693606, '-', 'yqzO'), ('255767608', 2693597, 2694457, '-', 'yqaM'), ('255767609', 2694420, 2695097, '-', 'yqaL')]
491 	[('16079681', 2695173, 2696027, '-', 'yqaK'), ('16079682', 2696030, 2696989, '-', 'yqaJ')]
492 	[('16079684', 2697419, 2697676, '-', 'yqaH'), ('16079685', 2697673, 2698242, '-', 'yqaG')]
493 	[('16079686', 2698316, 2698456, '-', 'yqdA'), ('16079687', 2698486, 2698716, '-', 'yqaF')]
494 	[('255767610', 2702688, 2703104, '-', 'yrkR'), ('16079695', 2703150, 2704448, '-', 'yrkQ'), ('16079696', 2704435, 2705130, '-', 'yrkP')]
495 	[('16079703', 2710848, 2711075, '-', 'yrkI'), ('255767613', 2711109, 2712242, '-', 'yrkH')]
496 	[('255767614', 2720526, 2720669, '-', 'yrzO'), ('16079715', 2720687, 2721652, '-', 'yrdR')]
497 	[('255767616', 2726885, 2727163, '-', 'yrdK'), ('16079722', 2727160, 2728482, '-', 'brnQ')]
498 	[('16079723', 2728647, 2728979, '-', 'azlD'), ('16079724', 2728976, 2729740, '-', 'azlC'), ('16079725', 2729753, 2730226, '-', 'azlB')]
499 	[('16079748', 2752802, 2753047, '+', 'yraG'), ('16079749', 2753065, 2753433, '+', 'yraF'), ('255767621', 2753452, 2754588, '+', 'adhB'), ('16079751', 2754607, 2754804, '+', 'yraE'), ('16079752', 2754820, 2755119, '+', 'yraD')]
500 	[('16079758', 2760233, 2761060, '-', 'levG'), ('16079759', 2761081, 2761890, '-', 'levF'), ('16079760', 2761907, 2762395, '-', 'levE'), ('16079761', 2762395, 2762835, '-', 'levD')]
501 	[('16079766', 2769850, 2770350, '+', 'sigV'), ('16079767', 2770350, 2771207, '+', 'rsiV')]
502 	[('16079770', 2773890, 2777054, '-', 'cypB'), ('16079771', 2777070, 2777654, '-', 'bscR')]
503 	[('16079776', 2781209, 2784151, '+', 'yrhE'), ('16079777', 2784170, 2784652, '+', 'yrhD')]
504 	[('16079779', 2785001, 2786140, '-', 'yrhB'), ('16079780', 2786142, 2787065, '-', 'mccA')]
505 	[('16079781', 2787130, 2787825, '-', 'mtn'), ('16079782', 2787846, 2788487, '-', 'yrrT')]
506 	[('16079787', 2792218, 2792853, '-', 'udk'), ('16079788', 2792860, 2794128, '-', 'yrrO'), ('16079789', 2794147, 2795076, '-', 'yrrN'), ('16079790', 2795082, 2795735, '-', 'yrrM')]
507 	[('16079792', 2797100, 2797381, '-', 'yrzB'), ('16079793', 2797399, 2797815, '-', 'yrrK'), ('50812272', 2797823, 2798089, '-', 'yrzL')]
508 	[('16079796', 2802358, 2803086, '+', 'glnQ'), ('16079797', 2803108, 2803929, '+', 'glnH')]
509 	[('16079798', 2803990, 2804640, '+', 'glnM'), ('16079799', 2804657, 2805313, '+', 'glnP')]
510 	[('255767626', 2805348, 2805479, '-', 'yrzQ'), ('255767627', 2805501, 2805692, '-', 'yrzR'), ('16079800', 2805704, 2806228, '-', 'yrrD')]
511 	[('16079801', 2806286, 2808682, '-', 'yrrC'), ('16079802', 2808707, 2809327, '-', 'yrrB')]
512 	[('255767628', 2809413, 2810528, '-', 'mnmA'), ('50812274', 2810559, 2811698, '-', 'iscS'), ('255767629', 2811717, 2812133, '-', 'cymR')]
513 	[('16079809', 2814743, 2816521, '-', 'aspS'), ('16079810', 2816535, 2817809, '-', 'hisS')]
514 	[('16079815', 2822901, 2823413, '-', 'apt'), ('16079816', 2823419, 2825779, '-', 'recJ')]
515 	[('16081162', 2826900, 2829113, '-', 'secDF'), ('16079819', 2829152, 2829448, '-', 'comN')]
516 	[('255767632', 2832424, 2832690, '-', 'yajC'), ('16079824', 2832727, 2833872, '-', 'tgt'), ('16079825', 2833899, 2834927, '-', 'queA'), ('255767633', 2834957, 2835157, '-', 'yrzS'), ('50812277', 2835150, 2836154, '-', 'ruvB'), ('16079826', 2836165, 2836770, '-', 'ruvA')]
517 	[('16079827', 2836909, 2837421, '-', 'bofC'), ('255767634', 2837469, 2838776, '-', 'csbX')]
518 	[('16079832', 2841169, 2841300, '+', 'yrzH'), ('255767636', 2841307, 2841447, '+', 'yrzT')]
519 	[('16079837', 2845955, 2847061, '-', 'nadA'), ('16079838', 2847048, 2847917, '-', 'nadC'), ('16079839', 2847871, 2849466, '-', 'nadB')]
520 	[('16079840', 2849569, 2850756, '+', 'nifS'), ('255767639', 2850716, 2851258, '+', 'nadR')]
521 	[('16079842', 2851283, 2852140, '-', 'pheA'), ('16079843', 2852157, 2852600, '-', 'pheB')]
