Symbol	Degree	Clustering Coefficient
NAP1L4	13	0.218181818182
NAP1L5	9	0.0833333333333
NAPA	13	0.448717948718
NAPB	1	0.0
NAPEPLD	1	0.0
NAPG	2	1.0
NAPRT1	1	0.0
NAPSA	1	0.0
NARF	2	1.0
NARFL	1	0.0
NARG2	1	0.0
NARS	3	0.333333333333
NASP	17	0.154411764706
NAT1	1	0.0
NAT10	10	0.266666666667
NAT14	3	0.333333333333
NAT16	2	1.0
NAT3	1	0.0
NAT8B	1	0.0
NAT9	8	0.321428571429
NAV1	1	0.0
NAV2	3	0.333333333333
NAV3	2	1.0
NBAS	2	0.0
NBEA	3	0.0
NBEAL1	1	0.0
NBEAL2	1	0.0
NBL1	2	0.0
NBN	45	0.241414141414
NBP2	1	0.0
NBPF1	1	0.0
NBPF10	1	0.0
NBPF14	1	0.0
NBPF15	1	0.0
NBPF16	1	0.0
NBPF24	1	0.0
NBPF3	3	0.666666666667
NBPF8	1	0.0
NBR1	8	0.25
NCALD	3	0.666666666667
NCAM1	5	0.4
NCAM2	1	0.0
NCAN	5	0.1
NCAPD2	11	0.509090909091
NCAPD3	7	0.619047619048
NCAPG	17	0.330882352941
NCAPG2	5	0.7
NCAPH	11	0.454545454545
NCAPH2	5	0.9
NCBP1	15	0.257142857143
NCBP2	5	0.8
NCCRP1	1	0.0
NCDN	3	0.333333333333
NCF1	17	0.0666666666667
NCF2	10	0.2
NCF4	7	0.428571428571
NCK1	46	0.0531400966184
NCK2	30	0.0367816091954
NCKAP1	9	0.222222222222
NCKAP1L	3	0.333333333333
NCKAP5	2	0.0
NCKAP5L	2	1.0
NCKIPSD	8	0.107142857143
NCL	57	0.112155388471
NCL1	1	0.0
NCLN	2	1.0
NCOA1	62	0.191961924907
NCOA2	54	0.139762403913
NCOA3	92	0.112756808409
NCOA4	10	0.266666666667
NCOA5	8	0.4
NCOA6	74	0.118935837246
NCOA7	3	0.0
NCOR1	124	0.100576973512
NCOR2	88	0.157262277952
NCR1	3	0.0
NCR2	1	0.0
NCR3	1	0.0
NCS1	7	0.047619047619
NCSTN	7	0.47619047619
ND1	4	0.5
ND2	4	0.333333333333
ND4	3	0.0
ND5	2	0.0
ND6	1	0.0
NDC80	29	0.196581196581
NDE1	4	0.0
NDEL1	35	0.072268907563
NDFIP1	5	0.4
NDFIP2	11	0.363636363636
NDN	20	0.111111111111
NDNL2	8	0.321428571429
NDOR1	1	0.0
NDP	1	0.0
NDRG1	63	0.0404505888377
NDRG2	1	0.0
NDRG3	1	0.0
NDUFA1	1	0.0
NDUFA10	3	0.333333333333
NDUFA11	1	0.0
NDUFA12	2	1.0
NDUFA13	4	0.333333333333
NDUFA2	1	0.0
NDUFA4	1	0.0
NDUFA4L2	10	0.0222222222222
NDUFA5	7	0.190476190476
NDUFA6	4	0.5
NDUFA7	2	1.0
NDUFA8	2	1.0
NDUFA9	5	0.3
NDUFAB1	1	0.0
NDUFAF1	2	0.0
NDUFAF2	1	0.0
NDUFAF3	4	0.166666666667
NDUFAF4	1	0.0
NDUFB1	2	0.0
NDUFB10	1	0.0
NDUFB11	3	0.333333333333
NDUFB3	2	1.0
NDUFB4	3	0.333333333333
NDUFB5	1	0.0
NDUFB6	3	0.666666666667
NDUFB7	1	0.0
NDUFB8	5	0.4
NDUFB9	9	0.166666666667
NDUFC2	1	0.0
NDUFS1	7	0.285714285714
NDUFS2	7	0.238095238095
NDUFS3	7	0.238095238095
NDUFS4	1	0.0
NDUFS5	1	0.0
NDUFS6	6	0.333333333333
NDUFS7	2	1.0
NDUFS8	3	0.0
NDUFV1	3	0.333333333333
NDUFV2	4	0.333333333333
NDUFV3	2	0.0
NEB	8	0.0714285714286
NEBL	2	0.0
NECAB2	21	0.00584795321637
NECAB3	4	0.5
NECAP1	3	1.0
NECAP2	8	0.25
NEDD1	11	0.127272727273
NEDD4	233	0.0150950498777
NEDD4L	111	0.0174991505267
NEDD8	108	0.0499550763702
NEDD9	29	0.19943019943
NEFH	3	1.0
NEFL	9	0.277777777778
NEFM	8	0.214285714286
NEIL1	4	0.333333333333
NEIL2	2	1.0
NEIL3	1	0.0
NEK1	2	1.0
NEK10	3	0.666666666667
NEK2	28	0.0676923076923
NEK6	27	0.0769230769231
NEK7	4	0.5
NEK8	4	0.0
NEK9	14	0.175824175824
NELF	1	0.0
NELL1	2	0.0
NELL2	3	0.0
NEMF	1	0.0
NENF	1	0.0
NEO1	2	1.0
NES	5	0.5
NET1	6	0.333333333333
NEU1	6	0.2
NEU3	3	0.666666666667
NEU4	3	0.333333333333
NEURL	3	0.0
NEURL4	7	0.285714285714
NEUROD1	7	0.142857142857
NEUROD2	2	0.0
NEUROD6	1	0.0
NEUROG1	6	0.266666666667
NEUROG2	1	0.0
NEXN	5	0.1
NF1	10	0.355555555556
NF2	26	0.0833333333333
NFASC	1	0.0
NFAT5	3	0.0
NFATC1	13	0.192307692308
NFATC2	18	0.0333333333333
NFATC2IP	3	0.333333333333
NFATC3	2	0.0
NFATC4	4	0.0
NFE2	11	0.0555555555556
NFE2L1	9	0.277777777778
NFE2L2	28	0.164021164021
NFE2L3	2	0.0
NFE4	5	0.5
NFI1	2	0.0
NFIB	6	0.266666666667
NFIC	12	0.106060606061
NFIL3	3	0.666666666667
NFIX	6	0.266666666667
NFKB1	90	0.110240334378
NFKB2	39	0.189189189189
NFKBIA	70	0.100526777875
NFKBIB	13	0.282051282051
NFKBIE	8	0.464285714286
NFKBIL1	10	0.0
NFKBIZ	3	0.666666666667
NFRKB	17	0.779411764706
NFS1	2	0.0
NFU1	3	0.0
NFX1	8	0.214285714286
NFXL1	2	1.0
NFYA	24	0.242753623188
NFYB	19	0.438596491228
NFYC	33	0.13446969697
NGB	2	0.0
NGDN	2	1.0
NGEF	8	0.0
NGF	5	0.0
NGFR	33	0.092803030303
NGFRAP1	4	0.333333333333
NGG1	2	0.0
NGLY1	5	0.4
NGRN	2	0.0
NHEJ1	3	0.666666666667
NHLH1	3	0.0
NHLH2	1	0.0
NHLRC1	12	0.257575757576
NHLRC2	1	0.0
NHLRC3	1	0.0
NHP2	9	0.138888888889
NHP2L1	12	0.166666666667
NID1	12	0.0444444444444
NID2	7	0.0952380952381
NIF3L1	36	0.0463458110517
NIN	7	0.4
NINL	35	0.00336134453782
NIP7	3	0.333333333333
NIPA2	1	0.0
NIPBL	14	0.21978021978
NIPSNAP1	12	0.409090909091
NIPSNAP3A	8	0.142857142857
NISCH	4	0.666666666667
NIT1	3	0.666666666667
NIT2	2	1.0
NKAP	6	0.0
NKD2	6	0.266666666667
NKIRAS1	2	0.0
NKIRAS2	3	0.666666666667
NKP1	1	0.0
NKRF	14	0.252747252747
NKTR	3	0.0
NKX2-1	10	0.266666666667
NKX2-2	2	1.0
NKX2-3	1	0.0
NKX2-5	10	0.2
NKX3-1	10	0.133333333333
NKX3-2	6	0.533333333333
NLE1	4	0.5
NLGN1	6	0.133333333333
NLGN2	6	0.133333333333
NLGN3	5	0.2
NLGN4X	1	0.0
NLK	20	0.205263157895
NLN	1	0.0
NLRC4	14	0.151515151515
NLRP1	4	0.333333333333
NLRP10	1	0.0
NLRP11	1	0.0
NLRP2	2	1.0
NLRP3	1	0.0
NLRP4	3	0.333333333333
NLRP5	1	0.0
NLRP7	1	0.0
NLRX1	10	0.0888888888889
NMB	1	0.0
NMBR	1	0.0
NMD3	3	0.666666666667
NME1	24	0.0822510822511
NME2	26	0.018115942029
NME2P1	1	0.0
NME3	4	0.5
NME4	7	0.3
NME5	2	0.0
NME7	7	0.190476190476
NME9	1	0.0
NMI	20	0.110526315789
NMNAT1	1	0.0
NMRAL1	1	0.0
NMT1	6	0.2
NMT2	7	0.047619047619
NMU	2	0.0
NMUR1	2	0.0
NMUR2	2	0.0
NNAT	2	1.0
NNMT	2	1.0
NNT	4	0.166666666667
NOA1	8	0.107142857143
NOB1	1	0.0
NOC2L	11	0.272727272727
NOC3L	4	0.333333333333
NOC4L	12	0.136363636364
NOD1	11	0.333333333333
NOD2	13	0.346153846154
NOG	3	0.0
NOL10	2	0.0
NOL11	2	0.0
NOL12	2	0.0
NOL3	18	0.125
NOL4	4	0.0
NOL6	5	0.5
NOL7	3	0.666666666667
NOL8	4	0.333333333333
NOL9	3	0.333333333333
NOLC1	16	0.291666666667
NOM1	2	1.0
NOMO1	4	0.5
NOMO2	3	0.666666666667
NOMO3	2	1.0
NONO	59	0.137844611529
NOP10	5	0.4
NOP14	4	0.5
NOP16	1	0.0
NOP2	16	0.25
NOP56	86	0.0817555938038
NOP58	9	0.333333333333
NOS1	16	0.108333333333
NOS1AP	8	0.142857142857
NOS2	12	0.212121212121
NOS3	8	0.285714285714
NOSIP	3	0.666666666667
NOSTRIN	2	0.0
NOTCH1	43	0.114634146341
NOTCH2	9	0.138888888889
NOTCH2NL	1	0.0
NOTCH3	11	0.272727272727
NOTCH4	4	0.5
NOV	9	0.0277777777778
NOVA1	1	0.0
NOX5	1	0.0
NOXA1	1	0.0
NPAS2	12	0.272727272727
NPAS4	3	0.0
NPAT	13	0.320512820513
NPB	1	0.0
NPBWR1	2	0.0
NPC1	6	0.333333333333
NPC2	1	0.0
NPDC1	11	0.254545454545
NPEPPS	9	0.194444444444
NPHP1	13	0.218181818182
NPHP3	1	0.0
NPHP3-AS1	1	0.0
NPHP4	2	1.0
NPHS1	16	0.186813186813
NPHS2	6	0.466666666667
NPL3	1	0.0
NPLOC4	18	0.359477124183
NPM1	93	0.109157509158
NPM3	6	0.4
NPNT	1	0.0
NPP1	1	0.0
NPPA	7	0.0
NPPB	4	0.0
NPPC	2	0.0
NPR1	2	0.0
NPR2	4	0.0
NPR3	4	0.0
NPRL2	6	0.4
NPRL3	6	0.4
NPTN	2	0.0
NPTX1	2	0.0
NPTX2	2	0.0
NPW	1	0.0
NPY	4	0.0
NPY1R	2	0.0
NQO1	6	0.666666666667
NQO2	6	0.5
NR0B1	12	0.106060606061
NR0B2	45	0.154545454545
NR1D1	5	0.5
NR1D2	9	0.5
NR1H2	44	0.0644820295983
NR1H3	26	0.163076923077
NR1H4	20	0.242105263158
NR1I2	18	0.117647058824
NR1I3	7	0.047619047619
NR2C1	7	0.52380952381
NR2C2	10	0.2
NR2C2AP	1	0.0
NR2E1	13	0.333333333333
NR2E3	24	0.141304347826
NR2F1	14	0.241758241758
NR2F2	11	0.272727272727
NR2F6	8	0.464285714286
NR3C1	119	0.0811965811966
NR3C2	6	0.2
NR4A1	53	0.108127721335
NR4A2	11	0.327272727273
NR4A3	4	0.0
NR5A1	16	0.125
NR5A2	18	0.0130718954248
NR6A1	3	0.0
NRAP	4	0.0
NRARP	1	0.0
NRAS	12	0.151515151515
NRBF2	13	0.127272727273
NRBP1	10	0.288888888889
NRCAM	6	0.266666666667
NRD1	14	0.197802197802
NRF1	9	0.0277777777778
NRG1	5	0.4
NRG2	2	0.0
NRGN	2	0.0
NRIP1	47	0.104532839963
NRIP2	1	0.0
NRL	3	0.0
NRM	1	0.0
NRP1	5	0.2
NRP2	1	0.0
NRPD1b	1	0.0
NRSN2	1	0.0
NRTN	3	0.333333333333
NRXN1	10	0.0
NRXN2	5	0.0
NRXN3	4	0.0
NSA2	2	0.0
NSD1	6	0.333333333333
NSDHL	1	0.0
NSF	31	0.12315270936
NSFL1C	20	0.168421052632
NSL1	19	0.438596491228
NSMAF	8	0.285714285714
NSMCE1	5	0.4
NSMCE2	3	0.333333333333
NSMCE4A	3	0.666666666667
NSRP1	4	0.0
NSUN2	14	0.21978021978
NSUN3	1	0.0
NSUN4	6	0.333333333333
NSUN5	1	0.0
NSUN5P2	1	0.0
NT5C	1	0.0
NT5C2	9	0.190476190476
NT5C3	1	0.0
NT5DC1	1	0.0
NT5DC2	3	0.666666666667
NT5E	2	1.0
NTF2A	1	0.0
NTF2B	1	0.0
NTF3	5	0.0
NTF4	1	0.0
NTG2	1	0.0
NTH1	1	0.0
NTHL1	7	0.190476190476
NTN1	2	0.0
NTN4	2	1.0
NTNG1	1	0.0
NTNG2	1	0.0
NTPCR	4	1.0
NTRK1	32	0.140229885057
NTRK2	18	0.0980392156863
NTRK3	6	0.0666666666667
NTS	2	0.0
NTSR1	2	0.0
NUAK1	9	0.25
NUAK2	2	1.0
NUB1	9	0.361111111111
NUBP1	3	0.666666666667
NUBP2	1	0.0
NUCB1	3	0.0
NUCB2	4	0.166666666667
NUCKS1	3	0.0
NUDC	12	0.121212121212
NUDCD1	2	1.0
NUDCD2	1	0.0
NUDCD3	4	0.5
NUDT1	3	0.666666666667
NUDT11	1	0.0
NUDT16L1	3	0.333333333333
NUDT18	29	0.00492610837438
NUDT19	1	0.0
NUDT2	1	0.0
NUDT21	60	0.049001814882
NUDT22	1	0.0
NUDT3	37	0.0465465465465
NUDT5	5	0.3
NUDT6	1	0.0
NUDT9P1	1	0.0
NUF2	15	0.304761904762
NUFIP1	9	0.25
NUFIP2	6	0.4
NUMA1	25	0.143333333333
NUMB	15	0.161904761905
NUMBL	5	0.1
NUP107	17	0.397058823529
NUP120	1	0.0
NUP133	13	0.448717948718
NUP145	1	0.0
NUP153	30	0.188505747126
NUP155	9	0.166666666667
NUP159	1	0.0
NUP160	11	0.290909090909
NUP170	1	0.0
NUP188	10	0.2
NUP2	1	0.0
NUP205	15	0.152380952381
NUP210	5	0.3
NUP214	32	0.108870967742
NUP35	1	0.0
NUP37	8	0.821428571429
NUP43	8	0.75
NUP50	9	0.388888888889
NUP53	1	0.0
NUP54	10	0.311111111111
NUP62	27	0.0911680911681
NUP62CL	3	0.666666666667
NUP82	1	0.0
NUP85	12	0.348484848485
NUP88	12	0.257575757576
NUP93	24	0.0760869565217
NUP98	34	0.110516934046
NUPL1	3	0.666666666667
NUPL2	3	0.666666666667
NUPR1	2	1.0
NUSAP1	3	0.333333333333
NUTF2	9	0.571428571429
NVL	6	0.266666666667
NXF1	26	0.150769230769
NXF2	3	0.0
NXF3	5	0.2
NXN	3	0.333333333333
NXPH3	1	0.0
NXT1	4	0.5
NXT2	2	0.0
NYNRIN	1	0.0
Naa10	7	0.142857142857
Naa15	3	0.0
Naa20	4	0.5
Naa50	2	0.0
Nanog	1	0.0
Ncoa1	1	0.0
Ncoa2	5	0.7
Ncoa3	1	0.0
Ncor1	2	0.0
Ncor2	2	1.0
Ndc80	32	0.0826612903226
Nde1	7	0.190476190476
Ndfip1	5	0.4
Ndn	1	0.0
Ndufa10	1	0.0
Ndufa11	1	0.0
Ndufa12	1	0.0
Ndufa13	2	0.0
Ndufa2	1	0.0
Ndufa5	1	0.0
Ndufa6	1	0.0
Ndufa8	1	0.0
Ndufa9	1	0.0
Ndufb10	1	0.0
Ndufb11	1	0.0
Ndufb3	1	0.0
Ndufb4	1	0.0
Ndufb5	1	0.0
Ndufb6	1	0.0
Ndufb7	1	0.0
Ndufb8	1	0.0
Ndufb9	1	0.0
Ndufc2	1	0.0
Ndufs1	1	0.0
Ndufs2	1	0.0
Ndufs3	2	0.0
Ndufs4	1	0.0
Ndufs5	1	0.0
Ndufs7	1	0.0
Ndufs8	1	0.0
Ndufv1	1	0.0
Ndufv2	1	0.0
Nedd1	2	0.0
Nedd4	80	0.00379746835443
Nedd4l	2	1.0
Nefl	1	0.0
Neil2	1	0.0
Nek2	3	0.333333333333
Nek6	3	0.666666666667
Nek8	1	0.0
Nek9	11	0.0909090909091
Net1	3	0.0
Neurl1a	1	0.0
Neurl2	1	0.0
Nfe2l2	1	0.0
Nfkb1	2	0.0
Ngfr	4	0.166666666667
Ngfrap1	2	1.0
Nhp2l1	46	0.024154589372
Nid1	3	0.0
Nipbl	3	0.0
Nkiras1	4	0.166666666667
Nkx2-5	1	0.0
Nkx3-1	1	0.0
Nkx3-2	1	0.0
Nmu	2	0.0
Nono	3	0.0
Nos1	5	0.7
Notch1	3	0.0
Notch4	1	0.0
Noxo1	1	0.0
Npcd	1	0.0
Nphs1	1	0.0
Nphs2	2	1.0
Nptx1	1	0.0
Nptxr	1	0.0
Nr0b2	5	0.2
Nr1h4	1	0.0
Nr1i2	2	1.0
Nr1i3	1	0.0
Nr3c1	3	0.333333333333
Nr4a1	1	0.0
Nras	3	0.0
Nrip1	3	0.666666666667
Nrip3	1	0.0
Nrp1	1	0.0
Nsd1	4	0.0
Ntm	1	0.0
Ntrk1	2	1.0
Ntrk2	2	0.0
Nuak2	4	0.5
Nucb1	1	0.0
Numb	1	0.0
Nup107	10	0.466666666667
Nup155	1	0.0
Nup188	11	0.218181818182
Nup214	8	0.321428571429
Nup37	1	0.0
Nup88	5	0.4
Nup98	11	0.4
OAF3	1	0.0
OAS2	1	0.0
OAS3	13	0.0384615384615
OASL	2	0.0
OAT	10	0.177777777778
OAZ1	6	0.4
OAZ2	1	0.0
OAZ3	3	0.333333333333
OBFC1	20	0.526315789474
OBFC2A	3	0.666666666667
OBFC2B	4	1.0
OBP2B	1	0.0
OBSCN	3	0.333333333333
OBSL1	7	0.333333333333
OCIAD1	1	0.0
OCIAD2	1	0.0
OCLN	12	0.242424242424
OCRL	5	0.1
ODAM	1	0.0
ODC1	8	0.266666666667
ODF1	2	0.0
ODF2	3	0.333333333333
ODF2L	5	0.2
ODZ2	1	0.0
ODZ3	1	0.0
OFD1	10	0.285714285714
OFFICIAL_SYMBOL_A	1	0.0
OFFICIAL_SYMBOL_B	1	0.0
OGDH	5	0.5
OGDHL	1	0.0
OGFOD1	2	1.0
OGFOD2	3	0.666666666667
OGFR	3	1.0
OGFRL1	1	0.0
OGG1	6	0.2
OGT	28	0.116923076923
OIP5	3	0.666666666667
OLA1	6	0.333333333333
OLEO1	1	0.0
OLEO2	1	0.0
OLFM1	3	0.333333333333
OLFM2	2	0.0
OLFM3	1	0.0
OLFML2A	1	0.0
OLFML3	4	0.166666666667
OLIG1	2	0.0
OLIG2	1	0.0
OLIG3	2	0.0
OLR1	1	0.0
OMG	1	0.0
OMP	1	0.0
ONECUT1	6	0.133333333333
ONECUT2	1	0.0
OPA1	2	0.0
OPALIN	1	0.0
OPHN1	3	0.333333333333
OPI3	1	0.0
OPN1LW	1	0.0
OPRD1	9	0.333333333333
OPRK1	2	1.0
OPRL1	1	0.0
OPRM1	6	0.466666666667
OPTN	23	0.126482213439
OR1E2	1	0.0
OR1M1	1	0.0
ORAI2	5	0.0
ORAI3	1	0.0
ORC1	21	0.385714285714
ORC2	34	0.326612903226
ORC3	14	0.538461538462
ORC4	16	0.533333333333
ORC5	16	0.615384615385
ORC6	16	0.475
ORF50	1	0.0
ORM1	2	0.0
ORMDL1	1	0.0
ORMDL2	1	0.0
ORMDL3	3	0.666666666667
ORT1	1	0.0
OS9	13	0.25641025641
OSBP	3	0.666666666667
OSBP2	2	1.0
OSBPL10	17	0.169117647059
OSBPL11	3	1.0
OSBPL1A	2	1.0
OSBPL2	1	0.0
OSBPL3	4	0.666666666667
OSBPL5	3	0.666666666667
OSBPL6	1	0.0
OSBPL8	3	0.333333333333
OSBPL9	14	0.164835164835
OSGEP	25	0.0566666666667
OSGIN1	1	0.0
OSGIN2	1	0.0
OSM	2	0.0
OSMR	4	0.666666666667
OSR1	3	0.666666666667
OSTC	1	0.0
OSTF1	8	0.142857142857
OSTM1	5	0.4
OTC	1	0.0
OTOF	1	0.0
OTUB1	36	0.106349206349
OTUB2	9	0.305555555556
OTUD1	7	0.333333333333
OTUD3	1	0.0
OTUD4	29	0.051724137931
OTUD5	15	0.152380952381
OTUD6B	6	0.533333333333
OTUD7A	1	0.0
OTUD7B	9	0.25
OTX1	4	0.333333333333
OTX2	4	1.0
OVOL1	3	0.333333333333
OXA1L	10	0.428571428571
OXCT2	2	0.0
OXSR1	2	1.0
OXT	2	0.0
OXTR	2	0.0
OYE2	1	0.0
Oaz1	1	0.0
Obfc1	3	0.0
Oc90	1	0.0
Ocln	3	1.0
Ogg1	2	0.0
Opcml	1	0.0
Orc1	5	0.5
Os05g0125000	1	0.0
Osbpl3	1	0.0
P2RX4	1	0.0
P2RY1	2	0.0
P2RY2	1	0.0
P2RY8	1	0.0
P2rx7	10	0.0666666666667
P4HA1	6	0.333333333333
P4HA2	5	0.3
P4HA3	1	0.0
P4HB	23	0.0948616600791
P4HTM	2	0.0
P4ha2	1	0.0
PA2G4	28	0.134920634921
PAAF1	24	0.373188405797
PABPC1	56	0.0922077922078
PABPC1L	1	0.0
PABPC1P1	1	0.0
PABPC3	3	0.666666666667
PABPC4	26	0.126153846154
PABPC4L	1	0.0
PABPC5	1	0.0
PABPN1	9	0.333333333333
PACS1	6	0.333333333333
PACSIN1	34	0.0786290322581
PACSIN2	21	0.27485380117
PACSIN3	26	0.192028985507
PADI1	1	0.0
PADI2	1	0.0
PADI4	5	0.6
PAEP	9	0.0
PAF1	19	0.356725146199
PAFAH1B1	20	0.169934640523
PAFAH1B2	13	0.153846153846
PAFAH1B3	35	0.0473484848485
PAG1	13	0.410256410256
PAGE1	2	0.0
PAH	4	0.0
PAH1	1	0.0
PAICS	20	0.111111111111
PAIP1	3	0.333333333333
PAIP2	6	0.333333333333
PAK1	42	0.0666666666667
PAK1IP1	4	0.0
PAK2	17	0.125
PAK3	6	0.466666666667
PAK4	12	0.242424242424
PAK6	7	0.333333333333
PAK7	12	0.0606060606061
PAL1	1	0.0
PAL2	1	0.0
PAL4	1	0.0
PALB2	9	0.305555555556
PALLD	2	1.0
PALM	1	0.0
PALMD	1	0.0
PAM	6	0.266666666667
PAM16	12	0.121212121212
PAM18	1	0.0
PAN2	13	0.192307692308
PAN3	5	0.5
PANK1	1	0.0
PANK2	7	0.190476190476
PANK3	1	0.0
PANK4	1	0.0
PANX1	1	0.0
PANX3	1	0.0
PAPD5	1	0.0
PAPD7	1	0.0
PAPOLA	13	0.294871794872
PAPOLB	1	0.0
PAPOLG	3	0.0
PAPPA	3	0.0
PAPPA2	1	0.0
PAPSS1	5	0.1
PAPSS2	3	0.333333333333
PAQR3	1	0.0
PAQR7	1	0.0
PARD3	23	0.221343873518
PARD3B	6	0.466666666667
PARD6A	23	0.126482213439
PARD6B	13	0.461538461538
PARD6G	16	0.175
PARG	2	1.0
PARK2	91	0.0462206332993
PARK7	31	0.192118226601
PARL	1	0.0
PARN	8	0.321428571429
PARP1	125	0.0802345728375
PARP10	6	0.6
PARP11	6	0.0
PARP12	4	1.0
PARP14	6	0.4
PARP16	4	0.5
PARP2	10	0.4
PARP3	8	0.0666666666667
PARP4	3	0.666666666667
PARP6	1	0.0
PARP8	1	0.0
PARP9	2	1.0
PARS2	3	0.333333333333
PARVA	4	0.666666666667
PARVB	2	1.0
PARVG	1	0.0
PASD1	1	0.0
PASK	5	0.4
PAT1	1	0.0
PATL1	3	0.333333333333
PATZ1	5	0.1
PAWR	11	0.109090909091
PAX1	2	0.0
PAX2	4	0.166666666667
PAX3	17	0.147058823529
PAX5	6	0.133333333333
PAX6	21	0.0760233918129
PAX7	4	0.5
PAX8	2	0.0
PAX9	10	0.0222222222222
PAXIP1	29	0.207977207977
PBK	9	0.166666666667
PBLD	3	0.666666666667
PBRM1	22	0.467532467532
PBX1	21	0.109523809524
PBX2	1	0.0
PBX3	4	0.0
PBXIP1	10	0.111111111111
PC	4	0.5
PCA1	1	0.0
PCBD1	48	0.0347826086957
PCBD2	29	0.0295566502463
PCBP1	19	0.228070175439
PCBP2	22	0.326315789474
PCBP3	5	0.4
PCBP4	2	1.0
PCCA	2	0.0
PCCB	3	0.0
PCDH1	1	0.0
PCDH17	1	0.0
PCDH19	1	0.0
PCDH20	1	0.0
PCDH7	1	0.0
PCDH8	1	0.0
PCDH9	2	0.0
PCDHA11	1	0.0
PCDHA4	13	0.0
PCDHA6	1	0.0
PCDHAC2	1	0.0
PCDHB2	1	0.0
PCDHB4	1	0.0
PCDHB5	2	0.0
PCDHGA11	1	0.0
PCDHGC3	1	0.0
PCF11	5	0.4
PCGF1	16	0.43956043956
PCGF2	24	0.294372294372
PCGF3	18	0.425
PCGF5	13	0.545454545455
PCGF6	19	0.345588235294
PCID2	3	0.666666666667
PCIF1	1	0.0
PCK1	72	0.0521739130435
PCK2	1	0.0
PCL6	1	0.0
PCLO	3	0.666666666667
PCM1	27	0.0911680911681
PCMT1	9	0.277777777778
PCMTD1	2	0.0
PCMTD2	1	0.0
PCNA	155	0.0486756105951
PCNP	2	1.0
PCNT	12	0.333333333333
PCNX	2	1.0
PCNXL3	2	0.0
PCSK1	3	0.0
PCSK5	3	0.666666666667
PCSK6	2	1.0
PCYOX1	1	0.0
PCYT1A	3	0.333333333333
PCYT1B	4	0.5
PCYT2	7	0.142857142857
PDAP1	3	0.0
PDC	4	0.5
PDCD1	1	0.0
PDCD10	21	0.680952380952
PDCD11	5	0.5
PDCD1LG2	1	0.0
PDCD2	7	0.190476190476
PDCD2L	1	0.0
PDCD4	10	0.311111111111
PDCD5	13	0.115384615385
PDCD6	14	0.212121212121
PDCD6IP	52	0.0938775510204
PDCD7	7	0.190476190476
PDCL	4	0.5
PDCL3	4	0.0
PDDC1	2	1.0
PDE10A	1	0.0
PDE12	2	1.0
PDE1A	2	0.0
PDE1B	1	0.0
PDE2	1	0.0
PDE2A	1	0.0
PDE3A	1	0.0
PDE3B	3	0.333333333333
PDE4A	5	0.4
PDE4B	2	0.0
PDE4D	12	0.244444444444
PDE4DIP	19	0.134502923977
PDE5A	1	0.0
PDE6D	20	0.0842105263158
PDE6G	4	0.666666666667
PDE8A	2	1.0
PDE9A	4	0.0
PDGFA	4	0.166666666667
PDGFB	8	0.0666666666667
PDGFC	1	0.0
PDGFD	1	0.0
PDGFRA	21	0.204678362573
PDGFRB	38	0.163492063492
PDHA1	9	0.222222222222
PDHA2	2	0.0
PDHB	15	0.12380952381
PDHX	5	0.5
PDI1	1	0.0
PDIA2	8	0.0357142857143
PDIA3	13	0.230769230769
PDIA4	11	0.145454545455
PDIA5	1	0.0
PDIA6	12	0.0757575757576
PDIK1L	1	0.0
PDK1	12	0.106060606061
PDK2	4	0.333333333333
PDK3	6	0.266666666667
PDK4	2	1.0
PDLIM1	14	0.212121212121
PDLIM2	2	1.0
PDLIM4	2	0.0
PDLIM5	6	0.266666666667
PDLIM7	21	0.0857142857143
PDP1	2	1.0
PDP2	2	1.0
PDPK1	45	0.0598006644518
PDPN	1	0.0
PDPR	1	0.0
PDRG1	6	0.466666666667
PDS5A	22	0.337662337662
PDS5B	16	0.516666666667
PDSS1	1	0.0
PDX1	7	0.142857142857
PDX1.1	1	0.0
PDXDC1	4	0.333333333333
PDXDC2P	1	0.0
PDXK	2	1.0
PDXP	1	0.0
PDZD11	1	0.0
PDZD2	5	0.1
PDZD3	3	0.0
PDZD8	1	0.0
PDZK1	18	0.0457516339869
PDZK1IP1	3	0.0
PDZRN3	2	0.0
PEA15	12	0.242424242424
PEAK1	1	0.0
PEBP1	6	0.533333333333
PEBP4	2	1.0
PECAM1	20	0.150326797386
PECR	1	0.0
PEF1	3	1.0
PEG10	5	0.4
PEG3	3	0.0
PELI1	6	0.533333333333
PELI2	4	1.0
PELI3	6	0.866666666667
PELO	12	0.242424242424
PELP1	26	0.289230769231
PENK	1	0.0
PEP8	1	0.0
PEPD	1	0.0
PER1	13	0.192307692308
PER2	8	0.357142857143
PER3	5	0.6
PES1	8	0.285714285714
PET100	2	0.0
PET112	1	0.0
PET117	1	0.0
PEX1	4	0.5
PEX10	11	0.25
PEX11A	5	1.0
PEX11B	7	0.6
PEX11E	2	1.0
PEX11G	6	0.833333333333
PEX12	3	0.666666666667
PEX13	5	0.8
PEX14	10	0.321428571429
PEX16	1	0.0
PEX19	12	0.181818181818
PEX2	4	0.0
PEX25	2	1.0
PEX26	4	0.5
PEX3	2	1.0
PEX5	13	0.179487179487
PEX6	2	1.0
PEX7	5	0.7
PEX8	1	0.0
PF11_0336	1	0.0
PF4	8	0.133333333333
